"review_title","review_text","review_star","page"
"







  
    Especificar más los productos en venta
  
  
","









  
    
  Pensé que el equipo venía original de la Apple. No trae los audífonos. Y el cargador, y su cable conector no son originales. Esto puede traer problemas al equipo a futuro por no ser compatibles

  
  
","4.0 out of 5 stars",91
"







  
  
    Didn’t work when activated
  
","









  
  
    
  Phone is fine functionally but when I took it to get activated at my carrier it did not work. Don’t buy through this company it was too much money for it to to function properly once activated.

  
","1.0 out of 5 stars",91
"







  
  
    Glitchy Touch Screen
  
","









  
  
    
  The phone came and the screen kept glitching out as soon as I start to set up the phone and only got worse with time. Made it extremely hard to do anything like typing or using apps.

  
","1.0 out of 5 stars",153
"







  
  
    cant call???
  
","









  
  
    
  this phone will show i have service but i cant call out ig automatically says call fail, i did all the trivks and still cant call?? im so disappointed

  
","3.0 out of 5 stars",153
"







  
  
    Wont reccomend it
  
","









  
  
    
  Sucks it camed damGed and kinda frezze

  
","1.0 out of 5 stars",153
"







  
  
    Delivered as described
  
","









  
  
    
  Phone delivered in aftermarket box in like new condition. Battery and all functions work as promised.

  
","4.0 out of 5 stars",153
"







  
  
    It’s a great phone
  
","









  
  
    
  Battery life just a Lul low but it’s still in good shape over all

  
","5.0 out of 5 stars",153
"







  
  
    Wonderful condition !
  
","









  
  
    
  This phone was everything my granddaughter wanted.She absolutely loves it !

  
","5.0 out of 5 stars",153
"







  
  
    Good battery life
  
","









  
  
    
  Phone functions great, a couple of scratches on the back but I slapped on a case and glass screen protector and it looks new. Battery life is at 95%

  
","5.0 out of 5 stars",153
"







  
  
    Sad can’t bump
  
","









  
  
    
  Came with only one speaker useable, besides that everything solid.

  
","3.0 out of 5 stars",153
"







  
  
    iPhone X defective
  
","









  
  
    
  We’ve had issues with the phone & have mailed back for a refund.

  
","1.0 out of 5 stars",153
"







  
  
    Not good
  
","









  
  
    
  Turns off after minutes of using, does this over and over again.

  
","1.0 out of 5 stars",153
"







  
  
    iPhone X
  
","









  
  
    
  This phone is very cheap and everything about this phone is so good.

  
","5.0 out of 5 stars",158
"







  
  
    Like it.
  
","









  
  
    
  Good quality, works very well.

  
","5.0 out of 5 stars",158
"







  
  
    crispy fun
  
","









  
  
    
  hot of the press ready to go

  
","5.0 out of 5 stars",158
"







  
  
    its good
  
","









  
  
    
  so far everything is good 91 percent bat, no scratches literally

  
","5.0 out of 5 stars",158
"







  
  
    The battery is dead  from the beginning!
  
","









  
  
    
  We could not even charge the battery but have to return the product including a case! What a troublesome experience!

  
","1.0 out of 5 stars",158
"







  
  
    Perfect
  
","









  
  
    
  looks new to me!

  
","5.0 out of 5 stars",158
"







  
  
    PRETTY GOOD
  
","









  
  
    
  The charger broke as soon I got it I had to get a new one

  
","4.0 out of 5 stars",158
"







  
  
    Battery Health
  
","









  
  
    
  Battery health was 77% whereas it was mentioned above 80%

  
","2.0 out of 5 stars",158
"







  
  
    Perfect
  
","









  
  
    
  There was a tiny scratch on the screen but it’s gone with the screen protector I bought. I’d recommend

  
","5.0 out of 5 stars",158
"







  
  
    Good
  
","









  
  
    
  Na

  
","5.0 out of 5 stars",158
"







  
  
    Perfect renewed phone!
  
","









  
  
    
  Looks absolutely brand new. Amazing condition and value!!I had my doubts, but all future phones will be Amazon renewed!

  
","5.0 out of 5 stars",101
"







  
  
    good product !
  
","









  
  
    
  i was honestly really skeptical to buy this phone just because after reading the comments it seems like a hit or miss but i got my phone within 4 days and everything works fine, it looks brand new, i would definitely recommend!

  
","5.0 out of 5 stars",101
"







  
  
    <U+0001F62D><U+0001F44D><U+0001F3FD><U+0001F44D><U+0001F3FD>
  
","









  
  
    
  Best phone I have ever had

  
","5.0 out of 5 stars",101
"







  
  
    Refurbished
  
","









  
  
    
  Worked only for a day. Phone started to glitch and stopped working. Other than that the phone had no physical damages

  
","1.0 out of 5 stars",101
"







  
  
    Not good
  
","









  
  
    
  The screen freezes, this was a bad purchase. I usually never give bad reviews, but this one on my experience was bad.

  
","2.0 out of 5 stars",101
"







  
  
    Great phone
  
","









  
  
    
  Love my new renewed phone. Arrived promptly in like new condition.

  
","5.0 out of 5 stars",101
"







  
  
    Great condition!
  
","









  
  
    
  Exactly what it was suppose to be.  Came in great condition and works how it’s suppose to!

  
","5.0 out of 5 stars",101
"







  
  
    Don't believe that it's fully unlocked
  
","









  
  
    
  DO NOT BUY FROM THIS SELLER ....  Phone was not fully unlocked as advertised wasted my time having to wait and then send back ten minutes after trying similar card in phone only to find out it was not fully unlocked.

  
","1.0 out of 5 stars",101
"







  
  
    excellent
  
","









  
  
    
  nice, good price and in excellent condition

  
","5.0 out of 5 stars",101
"







  
  
    Exactly what I wanted
  
","









  
  
    
  I was exppecting a bad iphone with a bad battery but it came with 84% battery health and it gets me through my day perfect. I would but again if I had to get another phone.

  
","4.0 out of 5 stars",101
"







  
  
    Renewed is like New! Very happy!
  
","









  
  
    
  Honestly, I was a bit nervous after reading a handful of bad reviews about folks past purchases, but was hard to pass up the deal.The day my new phone was set to arrive, I already expected to have some scratches from being dropped, minimum expectations for battery life, and possibility of the phone not being setup for AT&T as ordered.When I opened the phone, I was pleased to see it packaged professionally in bubble wrap. The phone had two layers of tape on front and pack to protect from scratches. It also had a screen protector already installed professionally (no bubbles).  I’ve gone over the surface several times and not found one scratch on this phone.The phone came with a generic charger which I used to plug in. The phone booted right up with 88% battery and 100% battery health, exceeding my expectations.Overall, I’m very pleased with the purchase and hope the folks with bad experiences were made right either with exchanges or their refunds. My experience was positive overall.

  
","5.0 out of 5 stars",12
"







  
  
    Dead digitizer.
  
","









  
  
    
  This ""refurbished"" unit was sent to me from CellCow. Upon setup I was unable to click on many options and was generally having trouble navigating. Once I was able to make my way to the home screen I immediately went in to the notes app to test for areas where the screen wasn't receiving touch input. Sure enough, when trying to draw one continuous scribble inside of notes I discovered an obvious rectangle in the middle of the screen that wasn't registering any sort of touch. Aside from this dead zone the phone would also register a bunch of false input and do all sorts of crazy things without me even touching the screen.CellCow claims to have a 30-point inspection before sending these out but that is obviously not the case. This issue was caught by me immediately. I will be returning for a full refund and will be avoiding business with them in the future.

  
","1.0 out of 5 stars",12
"







  
  
    The outside doesn't match the inside!
  
","









  
  
    
  When I first got the phone,  the battery life wasn't very good. When I contacted the company they said it was as good as could be expected, but offered for me to return it...I chose not to because it would leave my daughter without a phone and if that was ""as good as it gets"", why bother. So, now my daughter has had the phone for a couple months and she dropped it cracking the screen pretty bad. I took it to a phone repair place who told me that the battery was swollen and didn't even belong to that phone model along with many other parts. The outside may say one thing, but on the inside these phones are pieced together with whatever they can find that us somewhat compatible. If I spend $400 on a phone, refurbished or not...I want OEM parts, not parts from a different model. I wouldn't waste your time or money. Very disappointed!

  
","1.0 out of 5 stars",12
"







  
  
    No issues.
  
","









  
  
    
  No issues setting this up with Verizon.  Good battery and it has the appearance of a new iphone.

  
","5.0 out of 5 stars",12
"







  
  
    Used, but who cares?
  
","









  
  
    
  Was hesitant to buy due to the reviews. Those were from 2019 so after going back and forth with myself for about ten days I decided to buckle down and purchase. A bit pricey for my budget. Bc I do budget, but I haven’t bought myself a phone in over 4 years. Worth the purchase! One scratch on the front screen. I can deal with it. Otherwise looks absolutely brand new. Someone mentioned in their review that it came in a “weird box”, who cares about the box? Are you buying keeping iPhone boxes?

  
","5.0 out of 5 stars",12
"







  
  
    Took a Chance and it Paid Off
  
","









  
  
    
  I pulled the trigger on this with some trepidation based on a few of the horror stories in the reviews.  The price point and the return policy made it irresistible.  I'm glad I did.  My wife has essentially a brand new iPhone X for less than 50% what we would pay on apple.com or really any other refurb source I could find.  There is the tiniest of blemishes on the touch screen, and the battery maxes out at 85% of original capacity.  Both are well within the ""as-advertised"" parameters, and to be expected with a phone that's a few years old.  I couldn't be happier with the quality and condition of this phone and it only confirms that I will look to by a refurb every time I need to replace a phone in the future.  Based on this experience, I will probably look at Amazon first.

  
","5.0 out of 5 stars",12
"







  
  
    Screen damage was covered by a protector!
  
","









  
  
    
  Purchased the phone back in March! Was very happy with how it appeared as a refurbished phone. Even came with a screen protector already on it which I was impressed by, but should have actually checked why.I just had to replace the screen protector this week... discovered that the phone had some pretty bad scratches and buff marks in the glass. And when I wiped the screen to put the new protector on I discovered that they had put a very thin polish on some of the scuffs on the end of the screen, which came off with the cleaning wipe. I did not expect the phone to be perfect, due to it being refurbished. But I was disappointed that it was not previously noted in the description that the screen would be more damaged that typical.This is my 4th refurbished phone and my screen has never been this bad. The screen protector does hide it very well. But still frustrating none the less. So if you get a phone with a protector I recommend removing it and checking the screens quality.

  
","3.0 out of 5 stars",12
"







  
  
    IPhone ordered 3 separate times and all were defective
  
","









  
  
    
  Unfortunately I am unhappy with this phone thus far because it was delivered LOCKED and therefore not useable. I have messaged the seller and am waiting for a reply which I’m sure is forthcoming. My frustration really stems from the fact that this is the third iPhone I’ve ordered since September and all three have been a problem and unusable. Phone #1 was also locked so returned and reordered fro Amazon but a different seller; the 2nd phone seemed fine for a few days then froze because it was water damaged from a prior owner- also returned, then # 3 reordered , Amazon, new vendor again- this phone is locked too though it also was advertised and ordered  as UNLOCKED. I am sheltering at home due to Covid-19 and have to send a helper out to Sprint to attempt to get service and also to the post office for returns as the 2nd Seller would not issue a pick up authorization. There was a charge of approximately 12$ for postage on that item which definitely should not have been my responsibility. This is not an inexpensive item and I am very disappointed in the process thus far!

  
","1.0 out of 5 stars",12
"







  
  
    iPhone X renewed, as good as new!
  
","









  
  
    
  My renewed phone arrived today. I had an iPhone and this is my first new (to me) phone in years. It arrived late, but it was a weather issue coming from New York to California, so not a shipper issue. It was sent within 12 hours. The screen and body have no cosmetic issues. The battery health is 85% which isn’t awful, and so far it’s a better battery than my last phone. I did a direct transfer from my old phone, and the whole process including installing the updates and my apps took around two hours. So far I’m very happy with the purchase.

  
","5.0 out of 5 stars",12
"







  
  
    Good for the price
  
","









  
  
    
  The phone works just fine. Mine arrived with a battery life of 85%. The phone is not damaged, although I believe the screen on it is a replaced screen, the touch screen is finicky..and the screen itself seems raised. My iphone 6s the screen is smooth within the phone but this screen goes above the border of the phone if that makes sense? It's like taller than the border surrounding the phone..maybe thats how iphone X are..idk. Sometimes certain letters stop working, or I can't hold down when taking a video because it lifts off even if I didn't lift my finger..so I am always sure to use it in a hands-free mode when recording. I mean for $400 I can't complain. Pretty sure I paid more for my iphone 6S when it first came out and I bought it straight from the apple store lol. So I believe I got what I paid for. So am happy, and I recommend this seller.

  
","4.0 out of 5 stars",12
"







  
  
    Why buy a new iPhone?
  
","









  
  
    
  Phone arrived in perfect condition. Very happy with my purchase.

  
","5.0 out of 5 stars",154
"







  
  
    Digitizer !!!!!!
  
","









  
  
    
  Very good overall but I had to get the digitizer replaced first.

  
","4.0 out of 5 stars",154
"







  
  
    Best phone for best price
  
","









  
  
    
  Big upgrade from the iPhone 6 to this. Super happy with the upgrade!

  
","5.0 out of 5 stars",154
"







  
  
    Great product
  
","









  
  
    
  Thank you

  
","5.0 out of 5 stars",154
"







  
  
    Dont buy
  
","









  
  
    
  The iPhone has 75 battery status. It doesn’t charge and turns off immediately

  
","1.0 out of 5 stars",154
"







  
  
    Not good service
  
","









  
  
    
  This phone is blocked and can’t use in South Africa

  
","1.0 out of 5 stars",154
"







  
  
    Battery
  
","









  
  
    
  Like new, only downside was mine came in at 85% battery health, but that was expected.

  
","4.0 out of 5 stars",154
"







  
  
    Excellent Condition!!
  
","









  
  
    
  As described, excellent condition!!

  
","5.0 out of 5 stars",154
"







  
  
    New phone
  
","









  
  
    
  Brand new no scratch or anything I got lucky battery level was at 100%.

  
","5.0 out of 5 stars",154
"







  
  
    Good deal
  
","









  
  
    
  Great quality for price

  
","4.0 out of 5 stars",154
"







  
  
    Buy from Hybrid IT if you want an almost perfect condition renewed phone
  
","









  
  
    
  Purchased a renewed Iphone X 256GB unlocked from Hybrid IT and it works perfectly. Not one single scratch on the screen and just a couple minor scratches that can barely even be seen on the back. Their customer service is excellent as I called to ask a question before the phone even arrived and they got back to me the same day. Highly recommend them !!!!!

  
","5.0 out of 5 stars",48
"







  
  
    Bad screen
  
","









  
  
    
  Got the phone and immediately had extreme ghosting issues (screen glitching out all over the place). Plus the screen had a greenish hue — they clearly replaced the glass with something cheap and didn't even do it properly. Will bump up to a 3-star if the refund process is smooth, but the phone was clearly not tested for quality.

  
","1.0 out of 5 stars",48
"







  
  
    Ehhh
  
","









  
  
    
  Not the best the phone came with dead pixels and the touch sensitivity was way off I had to switch out the screen the first month after I got it and the back camera has a crack going through it.

  
","1.0 out of 5 stars",48
"







  
  
    Quality Refurbished IPhone, Great Experience!
  
","









  
  
    
  I waited a few months before reviewing because I wanted to make sure nothing would malfunction with the phone. I am very impressed with the quality of the phone. Battery health is great and everything works well! Buying a phone off of Amazon can be a little sketchy but this seller delivered a great quality product!

  
","5.0 out of 5 stars",48
"







  
  
    Absolutely worth it!
  
","









  
  
    
  First time buying a refurbished smartphone. I was skeptical because I was buying 2 of them, but I gotta say it was worth it! They said they guarantee at least 80% battery life and it had almost 90. The phone looked and operated like it was fresh out of the box brand new! If you’re thinking of buying a refurbished phone go through these guys.

  
","5.0 out of 5 stars",48
"







  
  
    It’s a good deal.
  
","









  
  
    
  Still trying to figure out the minor features, but very pleased with the purchase.

  
","5.0 out of 5 stars",48
"







  
  
    Worth it
  
","









  
  
    
  Phone came in perfect condition there was no scratches on the screen and nobody damage the only thing even minorly wrong about it is when I’m on a call it’s hard to here so I usually have to put it to speaker but besides that it works perfect

  
","4.0 out of 5 stars",48
"







  
  
    Low battery upon arrival
  
","









  
  
    
  Phone came with 8 percent battery the description said minimum 80. Minor scratches came with a off brand charger and cord. Other than the battery I would have given it a a better rating

  
","3.0 out of 5 stars",48
"







  
  
    so far so good
  
","









  
  
    
  so when I received this phone the box was destroyed so I was really skeptical I opened it and the phone was in great condition surprisingly, it even came with a charger and a screen protector I haven't been able to test out the service or how unlocked it really is because I'm on deployment but I will give an update on how everything thing is when I get back home. oh and the battery life was good as well. so 3 stars for nowUPDATE I love this phone

  
","5.0 out of 5 stars",48
"







  
  
    Could be better
  
","









  
  
    
  Phone is in good condition but the battery only has 79% battery life

  
","3.0 out of 5 stars",48
"







  
  
    excellent quality
  
","









  
  
    
  This phone is like new.  Other than a (minimally) shortened battery life, it is in perfect condition.  I had no trouble transferring data and connecting it to my Verizon account.  Very pleased with my purchase.

  
","5.0 out of 5 stars",70
"







  
  
    battery life
  
","









  
  
    
  my battery was horrible. i went to replace it and the man at ifix said they took the good one out and most likely sell the good battery and then they put a crappy battery in it. i couldn’t have my phone off the charger for more that 15 mins or it would die

  
","1.0 out of 5 stars",70
"







  
  
    Yurrrrr
  
","









  
  
    
  Came brand new, came I’ve mail in 2 days. No scratches battery 100%. Everything working 100% <U+0001F525>.Facts if you gonna cop don’t hesitate, it look wocky at first my Jack is in perfect condition and I don’t gotta pay to own a phone anymore <U+0001F937><U+0001F3FD><U+200D><U+2642><U+FE0F><U+0001F919><U+0001F3FD>.

  
","5.0 out of 5 stars",70
"







  
  
    Like new great phone would recommend
  
","









  
  
    
  iPhone came in a day early, phone was practically new battery health was 84% which I’m totally happy with no scratches on front screen or camera Lens. Very happy with order and would order again!

  
","5.0 out of 5 stars",70
"







  
  
    Good
  
","









  
  
    
  A++++

  
","5.0 out of 5 stars",70
"







  
  
    Almost Like New
  
","









  
  
    
  As far as I can tell this phone came like new. The only telling sign is the battery health at 87% (as expected). Other than that it came with a charger and sim tool. Honestly really love this phone for the cheap price I got.

  
","5.0 out of 5 stars",70
"







  
  
    2/5 stars
  
","









  
  
    
  This iphone x was pretty okay, up until i loghtly dropped it and it stopped working...  I was very confused when i learned it wouldnt turn on when it died. It had a ton of glitches when it died and turned on like sometimes it would turn off automatically.

  
","1.0 out of 5 stars",70
"







  
    El artículo no se ajusta a las condiciones y estado de la publicidad.
  
  
","









  
    
  El vendedor no especificó que el celular era reparado y vino en una caja que no es original y con un cargador genérico. En esas condiciones el precio es caro y estoy solicitando una nota de crédito o reembolso, el artículo no se ajusta a lo que publicitan

  
  
","2.0 out of 5 stars",70
"







  
  
    I am crazy happy with this phone.
  
","









  
  
    
  I like my brand new iPhone X , it’s perfectSo far this is one of the best deals I have found and the seller provided The best customer service I’ve encountered so far.Thank you for the customer service I appreciate the business 100 stars.

  
","5.0 out of 5 stars",70
"







  
  
    good
  
","









  
  
    
  The new and useful features .

  
","5.0 out of 5 stars",70
"







  
  
    Happy
  
","









  
  
    
  Niece LOVES it! She couldn’t be happier! The phone came fast and in perfect condition!

  
","5.0 out of 5 stars",76
"







  
  
    Wow
  
","









  
  
    
  Great phone in very good condition, fast shipping, killer price.  I’m a happy Panda

  
","5.0 out of 5 stars",76
"







  
  
    Great except for one small flaw
  
","









  
  
    
  Everything seems great except that every once in a while it will say no SIM card. So the SIM card reader must be broken

  
","5.0 out of 5 stars",76
"







  
  
    Great phone
  
","









  
  
    
  This phone is great. I replaced an iPhone 6S. Couldn't be happier. Works and looks just like a new one.

  
","5.0 out of 5 stars",76
"







  
  
    The phones touch screen and battery are broken.
  
","









  
  
    
  I purchased this phone on December, and four months later, (last week), the phones battery became swollen and the touchscreen stopped working. Now, the touchscreen has a green line and is totally unfunctional. I wanted to ask what to do?

  
","2.0 out of 5 stars",76
"







  
  
    Dissatisfied
  
","









  
  
    
  Product was not as advertised

  
","1.0 out of 5 stars",76
"







  
  
    Good but bad
  
","









  
  
    
  One of those phones had a screen glitch and the company was not helpful in helping me return the product in a concise manner.

  
","1.0 out of 5 stars",76
"







  
  
    Should have spent the extra money for a brand new phone
  
","









  
  
    
  Product arrived on time and in working condition.  When I checked the battery life in settings it’s only at 77% so it’s an old battery.  The bottom of the phone where you plug the charger in is all scratched up.  Everything else is fine

  
","3.0 out of 5 stars",76
"







  
  
    Looks and operates like brand new
  
","









  
  
    
  I really appreciate the care someone took to make this phone look brand new. Packaging was great, thanks for the screen protector, charger and case. Will definitely recommend this seller to friends. Well worth the money.

  
","5.0 out of 5 stars",76
"







  
  
    Exactly as described
  
","









  
  
    
  I've had this phone for a few months now, and no issues whatsoever. Exactly as described and would purchase from this seller again.

  
","5.0 out of 5 stars",76
"







  
  
    Shipped SUPER fast
  
","









  
  
    
  Amazing quality!!! No scratches or anything wrong cosmetically. Everything works amazing. Battery life is at 84% but that’s fine with me.

  
","5.0 out of 5 stars",80
"







  
  
    Okay Buy???
  
","









  
  
    
  The phone was pretty good for the price but I have sprint and they could not connect the phone to my line :( If you try connecting it I wish you luck!

  
","3.0 out of 5 stars",80
"







  
  
    Battery life is okay.
  
","









  
  
    
  It’s found good.

  
","4.0 out of 5 stars",80
"







  
  
    Wonderful!
  
","









  
  
    
  Phone came on time in excellent condition, almost like brand new & has been working perfectly for me. As expected of an Apple product of course. No cracks or scratches so all I had to do was switch my SIM card and get a case for it.

  
","5.0 out of 5 stars",80
"







  
  
    Stopped charging with 2 months of use
  
","









  
  
    
  This product worked for about 2 months...I bought it for my brother for Christmas and by February it did not work. The phone just stopped charging and it will not turn on. I really do not recommend anyone buy this product.

  
","1.0 out of 5 stars",80
"







  
  
    Perfect
  
","









  
  
    
  Love it, couldn’t be happier. I was iffy about buying a phone online- I did once have a bad experience. But I’m glad I tried again- phone works like it’s brand new

  
","5.0 out of 5 stars",80
"







  
  
    Check out any person using a delivery address different from the billing address
  
","









  
  
    
  This was fraudulent on my credit card and I’m terribly disappointed in amazon letting this happen

  
","1.0 out of 5 stars",80
"







  
  
    Sold me a nonfunctional phone and not give a refund.
  
","









  
  
    
  The phone I received did not work ; would not connect to AT&T.  I returned it in box I received it in. This company said I broke the phone and I could would not give refund. Would not buy from this company.

  
","1.0 out of 5 stars",80
"







  
  
    Like new
  
","









  
  
    
  Great buy. Phone was clean and like knew.  Screen protector installed already.

  
","5.0 out of 5 stars",80
"







  
  
    Amazing quality at an amazing price!
  
","









  
  
    
  All of the functions worked great! Like new for a price nowhere close to a new iPhone. Definitely good in my book. Only thong I am not sure about is the waterproof seal, since it is refurbished there may not be one. I am not sure if there is.

  
","5.0 out of 5 stars",80
"







  
  
    THIS IS WORTH IT
  
","









  
  
    
  Wasn’t expecting for it to actually be a good phone buts everything I wanted and more!!

  
","5.0 out of 5 stars",141
"







  
    iPhone x
  
  
","









  
    
  Buen teléfono me llevo 4 días antes de la espera llego como yo esperaba no venía en caja original pero es buen teléfono ningún rasguño nada en buenas condiciones

  
  
","5.0 out of 5 stars",141
"







  
  
    Great deal.
  
","









  
  
    
  Great buy.  Looks , feels, and performs like brand new.

  
","5.0 out of 5 stars",141
"







  
  
    Flawless
  
","









  
  
    
  Great product. Pretty much flawless. Great deal for the quality of phone. Pretty happy

  
","5.0 out of 5 stars",141
"







  
  
    Love this very much
  
","









  
  
    
  Everything about it is wonderful

  
","5.0 out of 5 stars",141
"







  
  
    My IPhone X
  
","









  
  
    
  Phone arrived on time no cracks or scratches. Absolutely love the phone

  
","5.0 out of 5 stars",141
"







  
  
    Device was NOT unlocked
  
","









  
  
    
  Just got the phone for AT&T. I put my sim card in and it says my sim is not supported

  
","2.0 out of 5 stars",141
"







  
  
    iPhone X
  
","









  
  
    
  Working condition

  
","5.0 out of 5 stars",141
"







  
    Impecable
  
  
","









  
    
  Funciona perfecto

  
  
","5.0 out of 5 stars",141
"







  
  
    Not satisfied
  
","









  
  
    
  Got some problem with speaker,

  
","2.0 out of 5 stars",141
"







  
  
    Phone worth the money
  
","









  
  
    
  Bought the iPhone X and it is how it should be.

  
","5.0 out of 5 stars",156
"







  
  
    Good product
  
","









  
  
    
  Loved it bought it two times so far the battery health is fine it last almost the whole day. Minor scratches. Would buy again<U+0001F642>

  
","4.0 out of 5 stars",156
"







  
  
    Amazing
  
","









  
  
    
  I love my new phone

  
","5.0 out of 5 stars",156
"







  
  
    The iphone came with 82% Battery health & clean like new
  
","









  
  
    
  I love how it was presented clean like new. Battery life 82%

  
","5.0 out of 5 stars",156
"







  
  
    NO
  
","









  
  
    
  phone is fine ... but IS NOT UNLOCKED ! FALSE ADVERTISEMENT.

  
","2.0 out of 5 stars",156
"







  
  
    iPhone X
  
","









  
  
    
  No scratches, battery 85%. Overall greatphone. Thanks.

  
","5.0 out of 5 stars",156
"







  
  
    It works
  
","









  
  
    
  It works very well nothing is wrong with the phone I love it

  
","5.0 out of 5 stars",156
"







  
    Un buen  producto.
  
  
","









  
    
  El celular esta en perfectas condiciones, lo único  malo es que me llego sin la sim card tray.

  
  
","4.0 out of 5 stars",156
"







  
  
    I phone
  
","









  
  
    
  Ear piece didn’t work and the seller is taking forever for a refund.

  
","1.0 out of 5 stars",156
"







  
  
    Great <U+0001F44D><U+0001F3FD>
  
","









  
  
    
  Would buy it again

  
","4.0 out of 5 stars",156
"







  
  
    Trash. Make sure seller makes buyer aware of the issues before or after they refurbished it
  
","









  
  
    
  Phone does not work properly. Shuts off randomly. All sound shuts off randomly.

  
","1.0 out of 5 stars",146
"







  
  
    Like new iPhone X
  
","









  
  
    
  The phone got here quickly, works great, has almost no signs of use and the battery was at 94%.

  
","5.0 out of 5 stars",146
"







  
  
    avoid from buying from this company
  
","









  
  
    
  i love buying a used phone with the maxium battery percent is 80

  
","2.0 out of 5 stars",146
"







  
  
    No flash/can’t turn off phone
  
","









  
  
    
  The “flash” on the phone does NOT work at all. Nor can you shut off the phone!

  
","1.0 out of 5 stars",146
"







  
  
    Good phone
  
","









  
  
    
  Product work ginr love it i was scared to buy it cause the reviews love it now

  
","5.0 out of 5 stars",146
"







  
  
    Iphone
  
","









  
  
    
  I am very pleased with this phone.

  
","5.0 out of 5 stars",146
"







  
  
    You'll love it
  
","









  
  
    
  Love this phone, the face recognition works great. Easy to use

  
","5.0 out of 5 stars",146
"







  
  
    Great video and picture quality
  
","









  
  
    
  Works great

  
","5.0 out of 5 stars",146
"







  
  
    Good quality
  
","









  
  
    
  Works perfectly thank you!!!

  
","5.0 out of 5 stars",146
"







  
  
    It works
  
","









  
  
    
  Very nice. Problem with mute button.

  
","4.0 out of 5 stars",146
"







  
  
    Great seller; great phone!!
  
","









  
  
    
  This is the SECOND time I purchased a phone from this seller. First was for me (iPhone 8)  and now I just got this one for my wife. The phone came sooner than expected! The product is used but in great condition. All of the functions work and it looks great!  This is an upgrade from an iPhone 7+, my wife is really enjoying the face recognition function. The phone charges well and a full battery lasts the day. Both front and back cameras take great pics!  Memory is what we expected and is much better then the 32gb on the old phone. These things really make a difference. The seller was great, reliable and honest. I got more than what I paid for and more then I expected!! Highly recommend both the phone and the seller!!

  
","5.0 out of 5 stars",19
"







  
  
    3 stars <U+2B50><U+FE0F>
  
","









  
  
    
  One corner of the screen was broken and the screen have many scratches try to contact the seller so maybe he can make a discount but nothing he just say return it... works goodIm gonna keep it bc I really need it and it take some time to arrive if I order another one but that’s not what I was expecting for over $400 once is in the case looks good ...

  
","3.0 out of 5 stars",19
"







  
  
    Used but good
  
","









  
  
    
  Great phone! It’s used but who cares? It’s literally hundreds and hundreds off the newest models. I got an iPhone X 64gb renewed and it’s super nice. I mean it’s got some scuffs here and there on the bezel but the screen is perfect. Just put this phone in a nice case and you not anyone else will know it’s used. Batter life is 89 percent on mine. I don’t notice the drain too much.

  
","5.0 out of 5 stars",19
"







  
  
    iPhone X reccomendddd
  
","









  
  
    
  Came in great condition looks like new. No complaints so farUpdate**Phone works perfectly have not had any issues with it.

  
","5.0 out of 5 stars",19
"







  
  
    Phone in great condition. Internals not so much.
  
","









  
  
    
  Service was great. Phone case way earlier than expected. Came with SIM election tools, charging cable (no charging brick), and the phone. Phone looked good, however there were issues with the Bluetooth and GPS. GPS was unusable in turn-by-turn mode as it would stay in the place you started from for miles. Bluetooth would disconnect every few minutes. Unfortunately had to return it as I use those features on a daily basis.

  
","3.0 out of 5 stars",19
"







  
  
    Works great so far
  
","









  
  
    
  The phone looks brand new, wish I had the iPhone box, that’s my only downfall I can find, but not a problem because I plan to have this for a long time. So far the iPhone X is working great, I never bought a rebrand phone before. It’s only been a week so hopefully this will be a long lasting phone.

  
","5.0 out of 5 stars",19
"







  
  
    Meh
  
","









  
  
    
  Update: backside camera stopped working.Definitely has a few always quirks such as the lag about it....the awkward embedded diagnostic software needs to be removed before shipping.Otherwise, seems to work as a decent replacement. Battery operational. Screen operational.Live. Laugh. Love.Thanks.

  
","2.0 out of 5 stars",19
"







  
  
    Do not buy anything from Mobile Supply! Their products do not work!
  
","









  
  
    
  Wow, do not believe I have ever written something like this before that’s probably I have never experienced anything like this before. What is happening Amazon against my better judgment I purchase a iPhone X from the company mobile supply I can not believe how bad this is nothing works people posted not to buy this phone but so many people experienced the same problem Amazon please remove this non working product from your vendors they are obviously not reputable.

  
","1.0 out of 5 stars",19
"







  
  
    Very Disappointed…
  
","









  
  
    
  Purchased this phone in after Christmas in December of 2019. Experienced a very strange “shutdown” in early April of 2020 but phone seemed to “fix itself” reloading info……Last week (Oct 15, 2020) I thought the phone was updating with iOS 14.0 as the screen went black with the apple icon……NOPE it will NOT wake up. I took it to apple store and it is diagnosed with problem with logic board, Phone was originally purchased in Aug 2018, therefore, NO WARRANTY….  $426.00 for just short of 10 months of use and now its a paperweight, I’m not happy, Very Disappointed ….:(

  
","1.0 out of 5 stars",19
"







  
  
    Not Fully Unlocked
  
","









  
  
    
  I have sprint and unfortunately the phone was not compatible with their network as stated in the description. The phone was in excellent shape with 98% battery remaining so basically a new phone. Unfortunate that it didnt work and I have to wait quite a bit of time to get my refund back (Will take about 2 weeks to return phone, have it accepted for return, and receive refund).But that is the risk when buying refurbished electronics on Amazon I guess...

  
","2.0 out of 5 stars",19
"







  
  
    So good
  
","









  
  
    
  I loved it. the only deffect is the microphone doesn't work sometimes.

  
","4.0 out of 5 stars",163
"







  
  
    Great
  
","









  
  
    
  Perfect

  
","5.0 out of 5 stars",163
