date_info,name,title,content,rating
Reviewed in India on 5 November 2020,Debojyoti Mukherjee,Cheap and Cheap & Cheap but useless,"Totally rip off, it only took 3weeks at best to get one ear piece dysfunctional. Extremely cheap and not trust worthy at all. [21st Nov, 2020]. [Value for money wise it is ok. The sound is a bit mild. Bass is good and noise cancellation is better than expected.. But like my previous experience packaging was poor. Very poor. The box was almost flatten on both sides, it could have damaged the product.. My humble request to Amazon is, please start paying attention to the packaging. If it's a low price product, does it mean you handle it with lack of care?. Please do consider packaging products a bit more seriously.] 1st impression [1st week of Nov, 2020]",1.0 out of 5 stars
Reviewed in India on 27 October 2020,Genuine Reviews,"Not so ""Hi-Fi"" 👎","~ If you are a clear sounds' person, this is one of the best in this price range (got it for INR 499).. ~ Overall sound quality is good.. ~ Kind of clear sounding with feeble mids and bass. (not ""Hi-Fi"" as advertised!). ~ At times the volume turms low and then comes back to normal somehow (I really didn't get the reason for that).. ~ Easy to use for normal, day to day purposes only (not suitable for gym or other vigorous exercises: the buds are a bit slippery - i even tried changing them with the other supplied ones).. ~ Bass quality gets only a 5/10 points.. ~ Not good for calls. Mic sounds very much muffled.. ~ Build quality gets a 9/10 points. The wires, the neckband and the earphones itself feels quite well built and durable.. Overall nice product - if you are on a budget of under 500, go for it.",2.0 out of 5 stars
Reviewed in India on 1 September 2020,LABHESH M.,Not recommended,"Build Quality is Good,. Connectivity is Good. But the Sound Output is not good at all.. Bass is very less, and i got defective product where earphone was playing music but at unequal volumes right earpiece had vocals clear and less background music where as left earpiece had more background music and very low or no vocals at all.. WhatsApp Calling not Good. Normal Calling was Good, mic was clear and loud with no complaints. Pubg Game was having some latency. I will recommend only to those who want to have calls over bluetooth and not to those who want to listen music. All the test was done on Redmi Note 5 pro. Returned the product",2.0 out of 5 stars
Reviewed in India on 2 November 2020,Amazon Customer,Audiophiles stay away,"don't buy if you love your music. it is cheap in price and quality. sound quality is so bad. mic doesnt catch your voice and you get complaints from the other end about your broken voice. the ear tips are not comfortable for long use. battery backup and bluetooth connectivity is good, but overall it is a let down especially for audiophiles",1.0 out of 5 stars
Reviewed in India on 16 August 2020,T Pradeep,Good one for very low price,Got it for 499. Good deal. Delivered 👍 good. And packing also good. In this price range no company cannot provide this type of neck band. But I checked sound quality. Its good for this price range. But not excellent. Build quality and product metirial is good. After some days I will share bettery backup details. If u want to give gift to any one its good one for low price with premium quality. In music song voice clarity and loudness is good. Bass is very low and not recommend for bass lovers. But sound 👍👍 quality is good for this price range.,4.0 out of 5 stars
Reviewed in India on 15 August 2020,RDB,Bad experience with pTron neckband,Not good. Worked for 1 day only. From next day failed to make and take call. Aslo getting disconnected frequently and fails to auto connect.,1.0 out of 5 stars
Reviewed in India on 31 August 2020,FR KANOJIA,Good product only to listen to music and watch movies,"Pros:. 1. Good quality at good price. 2. Built quality is good and the neck band is made of good material and is flexible. 3. Good to listen to music and watch movies.. 4. The battery life is also pretty good.. Cons:. 1. Cannot use it to talk to people, the other person is not able to hear our voice properly.. 2. Bluetooth range is weak while moving and listening.. 3. The quality of the microphone is not good.. 4. Cannot use it in day to day life to talk to other people.",3.0 out of 5 stars
Reviewed in India on 27 February 2021,Rajneesh Malik,Too Early too less features,"This product is very good in respect of Audio Input(speakers) and Output (Mic). With volume + and - buttons in the Headset, you can increase the volume beyond the capacity of the phone, which is Great! The Bass and Treble are unbelievable!. That being said, products like these (with wireless/Bluetooth) technology have a very big flaw in general. The Headsets capability of Auto-connecting to multiple devices is an ""Evil"" in disguise of a blessing. These devices randomly connect to other devices (or keep on trying to, that have Bluetooth in ON/Broadcast state) and create interference with the ""Your"" device and hence there is an issue with frequent disconnections and they randomly disconnect from the Original device they are supposed to remain connected with.. I have experienced this with my own pTRON Tangent lite Headset that I purchased recently, but had to return it back.. My house is amidst two Samsung Smart TVs & one Smartphone (next door neighbors) and the headset keeps on disconnecting from my Smartphone and constantly remains in search of other devices.. Furthermore, there is no way you can restrict your headset, forget restricting, you cannot even disable discovery mode or stop it from further searching; resulting to which you have to Re-connect it to Your device every time it is required to perform its role with YOUR devices - (and who would ask our neighbours to switch off their Bluetooth?!). In the context of Call Receiving, you will always find the call landing on your Phone instead of the Headset and you have to reach up to the phone to reconnect it - making this device useless.. There are no issues till the time you are talking or listening to music, but the moment you stop, it will disconnect!. The worse part is that it will show the status on the phone as Connected, except that there is no Voice (or sound or music) transfer.. I have read that Headsets at higher price end also have this disability but very less.. Bluetooth Headsets are a new concept (with almost all latest devices having Bluetooth) and thus the Headsets require little bit more configurational options in future.",2.0 out of 5 stars
Reviewed in India on 25 August 2020,Gazi,Deep  Bass & Crystal clear sound  Earphones,"One of the best sound quality earphones these are. Its Built Quality, its design is very reliable.. Using it from 4 days and can feel the sound.. Crystal clear sound, noise cancellation does it works well. One of the lloving thing is its Basss Quality, Really these earphones users a deep bass which increases the Interest in listening music",5.0 out of 5 stars
Reviewed in India on 15 November 2020,Saubhik Banerjee ,Quality headphone @ Rs 499 but not for music lovers,"pTron Tangent Lite is a affordable quality headphone if you get it at a deal of Rs 500.. Built quality - is decent and doesn't look cheap.. The headphone fits well on your neck. The wires are flat and tangle free. The ear buds are ok and do not give you pain if you keep them in your ears for long. Ear buds are magnetic and attach to each other easily. The neckband is really light.. Battery - The headphone usually give you 5 to 6 years of playback or talk time once it is fully charged. It takes only 1.5 hours to charge the headphone.. Call quality- is good at this price point and you will not get much complaints from the other side about low voice or surrounding noise.. Sound quality - Here is where the headphone lacks. I found that I could not hear few YouTube videos clearly which I could hear properly when I changed to my two years old wireless headphone (only one side working). The bass or trebles would be hardly be noticeable while listening to songs. At even the highest volume, you would find it difficult to hear the beats properly.. Pros -. Ergonomic sporty design. Lightweight neckband. Magnetic earbuds. Twist & Flex design. Mic for hands-free calls. 6h battery (125 mAh). Cons-. Low sound volume. Terrible bass. If you are music lover you should not even think of buying this neckband. If the main purpose of buying a neckband is for calling and listening to videos or YouTube, you may buy Tangent Lite.",3.0 out of 5 stars
Reviewed in India on 6 February 2021,Chandan,Overall average quality,"Sound Quality - good for general day to day functioning. I have a skullcandy that is better. There is an irritating chinese lady's voice 'pyontroneezkonnekted'. Very irritating and very poor sound recording quality, that gives you a pretty bad first impression. But later, the sound quality turned out to be good.. Build Quality - It is kind of delicate. The charging port is tight and right next to where the wire goes into the plastic housing. When I was trying to take charger out, the wire itself came out from the plastic sides. The wires in the sides are kind of 'tucked in' rather than moulded, which I would have expected.",3.0 out of 5 stars
Reviewed in India on 4 September 2020,Shalika Prasad Tiwari,All over nice product in this price.,"Allover, nice product in this price range.. Giving Review after a week of use:. 1. Bluetooth connectivity good, range 5 to 10metres in open place.. 2. Battery backup is very nice, can't say how many hours but I'm using it from 3 day for daily 1 to 3 hours and till not needed to charge.. 3. Sound Quality not good as mentioned in product. No Bass. But it's good for normal music listner.. 4. Build Quality is also fair.. 5. Call connects well.. 6. Go for it, if u hv Less budget and no experience of high quality sound.",4.0 out of 5 stars
Reviewed in India on 15 January 2021,Buyer Goel,Keeps disconnecting; not recommended for meetings,"Have tried using these headphones for taking my office meetings twice. Although, both the times they occasionally disconnect with a annoying message. After 5-10 secs or so they again get connected with another annoying message. This happens multiple times in just 1 meeting (of 1 hour only). For information, before these meetings I had charged these headphones (just in case this debate / understanding goes in wrong direction). Wouldn't recommend these.",1.0 out of 5 stars
Reviewed in India on 27 March 2021,Amazon Customer,Very bad product,"So, i bought this in jan end and a writing a review after 3 months usually. Very low built quality. Like ypu canbsee in pictures it just detached itself so soon with normal usually. The warrenty is basically usually since they say it doesn't cover physical damage according to their customer care but this is not something that happens in user end so fast. The built quality is so low the wires it will break at these connecting points. And also i did not use it much either, i bought it to attend meetings when i was driving. If this can happen with such bare minimum use i question there quality. Its bttr to invest a little more and go for a trustable brand rathee dan invest 600rs for 2 n half 3 months. Also the sound quality is average no noise cancelation and all. But u cnt expect any for that for this price range and so dats fine with me. But its a waste investment if the built is so bad n breaks for no reason jus with months. If this can happen if minimum usuage after jus 3 months i feel cheated and regret buying this and not going for something superior quality. I had sony year phones for more dan 3 yrs n nvr had any issues but lost it suddenly n went for cheaper option and dis is wht i get. 🤦🏻",1.0 out of 5 stars
Reviewed in India on 8 March 2021,Amazon Customer,Warranty policy is a scam,"The product did not last even three months and one of the earpiece stopped working, upon logging a complaint to claim the warranty initially i did not get any response after sending back to back e-mails i heard most pathetic response which says you can claim warranty by purchasing a new p-tron product and after Sharing the invoice I'll get the money back for the damaged product, or send the damaged earphone via courier and then they would audit it for 10-15 days and decide whether it is clamable or not.. A. Why should i buy another product of your brand when the initial product didn't last 3 months.. B. Why should i spend money from my pocket to send a courier and then wait for you to do the checks that'll be totally one sided and biased.. It's better not to buy a product with such weird warranty policies.",1.0 out of 5 stars
Reviewed in India on 26 February 2021,Neha,Poor quality,Ordered three of them !! All of them were broken.. They are all deleting bad reviews by the way.,1.0 out of 5 stars
Reviewed in India on 30 December 2020,Abhilasha Thakur,Cheap solution for escaping the reality.,"They are okay, would not be saying that these are a must buy. They have a sound quality with which you can work but it is not like they will take you in a different dimension; the thing which I usually expect from headsets.. If I have to compare them with some other earphones, it would be the ones that you can buy for 200INR (wired one).. If you need something for a low price, you should definitely go for them. But if you are looking for something real good and doesn't care about the price point (is ready to spend some money). Go for the ones from boat, they are great.",3.0 out of 5 stars
Reviewed in India on 26 January 2021,Arpit singh,"Mediocre quality, not too bad for the casual use","Very average sound i will test these for few days and will see if i am comfortable or not. If not i will order another wired earphones. I have tried several things with these earphones like sound quality , calls, different genre of music it doesn't really pass all the tests ofcourse and you shouldn't really expect much at this price. For those who want to just have wireless earphones temporarily go for it or else choose wired ones they're much better due to being connected to cellphone.",2.0 out of 5 stars
Reviewed in India on 12 November 2020,PRANAV A.,Received faulty products multiple times. Product returned. Waiting for refund.,"I bought this product seeing reviews. This was my first time buying a pTron product. Terribly disappointed. When the product received, I immediately noticed the left earbud isn't doesn't have a perfect seal in ear. When I tried to play audio, the left earpiece has low volume.. I tried all earbuds of all sizes but nothing fixes it. I ordered for a replacement, received it successfully(great work amazon!), but that was faulty too.. I realized pTron designed the earphone to meet just this level of quality. I immediately returned the product and was told by amazon to wait for 5 days to get refund.. My conclusion: If you have only used local cheap no brand earphones, you might like the Bluetooth feature and don't care much about sound. But for one who used any quality earphones in past can't tolerate the subpar sound quality.. Still if you want it, buy it only for less than Rs. 400(399). It's not worth more than that.",1.0 out of 5 stars
Reviewed in India on 20 January 2021,Shivam Kumar,Read the review before buying.,"First of all i orderd it and got a defected product, one side was not working.. Then i made a replacement order, this time i got a broken one.. Again replaced it, this time it was okay.. The sound quality was good, quite loud, at full volume a person can hear the sound outside.. The bass quality was quite decent.. The battery life was also nice, it lasted about 7 hours on a single charge.. But its draback is that you can talk to a person when you are outside at a busy place, the person can hear all the background sounds like horns, other people talking and even the announcements made nearby. It becomes a headache.. Its good for indoor, but if you want to talk outside its totally not for you.. Also if you are talking with someone, and someone else call you, it doesn't even informs you... This is worst.",1.0 out of 5 stars
Reviewed in India on 10 March 2021,Suma Sanyal,Don't waste money on this cheap product,"Did not even worked properly for 5 months and costed 500 Rs. You also can't repair or claim your warranty as patron is only available in Bangalore and no where else. They don't even answer at the customer care and fool us around. Trust me, add 300-500 Rs. More and try to buy good brands like boat,sony etc. I regret my hard earned money spend on this cheap product. Also these earphone don't even have any bass and treble so not worth any penny from the beginning itself. Still if you want to waste your money on this it is your choice.... I'm just warning you with my experience!!",2.0 out of 5 stars
Reviewed in India on 22 January 2021,Joe,Definitely a bang for your buck!,"Definitely a pleasant surprise. Output is more than decent. Very clear highs and mids, lows are suitably pronounced too. Comfortable to wear and battery lives up to expectations. Connectivity is quick , although now haven't tried checking range. Will update once I do. A few concerns - the ear-plugs are of low quality, feel hard and can get uncomfortable with prolonged wear, the product itself is extremely light (flails in the wind, when I'm on the bike) and appears slightly flimsy i.e. I am a little concerned it might break if I'm not careful. Only time will tell, I'll update when I can. Overall great value for money...keep 'em coming",4.0 out of 5 stars
Reviewed in India on 10 December 2020,Makarand,Excellent headphones,"I previously owned multiple bluetooth headphones and earplugs including Sony, Samsung etc and was pleasantly surprised with these power packed headphones. Using them for couple of days now.. Sound quality is great for the price range. Can wear then for longer period.. Battery backup is excellent. Can connect to both phone and laptop simultenouly, dont have to switch while taking calls on laptop or phone.. It was a good decision to go for these.",5.0 out of 5 stars
Reviewed in India on 7 February 2021,Anil Bhanushali,Nice Product,Awesome build quality with light weight and comfortable and convenience to use and also connecting quickly with paired devices and range is also good nearly 25-30 Feet. Sound quality is also good on both call as well as on music and it has very good battery backup of 7-8 hours with single charge. At this price point it is good value for money product and I will definitely recommend it to others.. Also thank you to pTront for quality product at affordable price and Amazon for quick delivery.,5.0 out of 5 stars
Reviewed in India on 4 November 2020,Anil P,Good at this price,"Nice product at the given price. I bought it for 499 and it's worth the money. Not comparable to big players in the market like boat , jbl but does it's job...some times i had faced issue of automatically disconnection but couldn't figure out why that is happening...other wise it is good. Built quality is also okay. But I m happy at this price getting 1 year warranty which is great. If it works for atleast 1 year also then also it is worth",4.0 out of 5 stars
Reviewed in India on 14 October 2020,Pratham Agarwal,Best Wireless Neckband in this price segment,"pTron Tangent Lite Hi-fi Sports wireless Neckband is awesome and best in this price segment.. Packaging :. The packing is perfect with earphones placed securely. The packing itself looks premium.. Box contents :. Neckband earphones, a small USB cable to chargel, warranty card(1year warry) and 2 pairs of extra ear tips(small and large).. First impression :. The earphones look very good and awesome.It feels very light in hands.The neck band is made of some soft kind of plastic which is very comfortable to wear. The color of earpiece looks good and gives a premium look.. Buttons :. We get 1 multifunctional button (the middle one)which can be used to power on and power off.you can also attend the calls and end the calls by single pressing them,while playing music you can pause/play by single press.. You can adjust the volume by the the 2 buttons which is either side of the multi functional button.. Battery:. It has about 6hours of playback.yes,the battery backup is good on this.we can easily get 6hours of play time through this earphones.. Additional features :. These earphones come with built in vibration.whenever you receive a call the earphones will start vibrating.. Sound quality in these earphones are amazing.. pTron earphones are really budget friendly and has some good premium features.If you're budget is around 500 - 600 these are the best earphones.. #Must buy",5.0 out of 5 stars
Reviewed in India on 5 December 2020,Karan Vishwakarma,Good bluetooth headphones!,I ordered this because i wanted to use it for calling and it absolutely served the purpose. Its battery is well enough to manage long calls and feels really comfortable.. Sound quality is good.. Bass is okay.. Build quality is okay.. Bluetooth range is good.. Transmission speed is good.. Price at what i bought this for is a but higher but a good to go headphone.,5.0 out of 5 stars
Reviewed in India on 30 November 2020,Sivaprasad G,Suspect product quality as it failed within 3 months,"I am writing this review after usage of 3 months. One of the speaker stopped working now. Since the return windows has closed, I don't know what to do with this product. My earlier review : I used this headphone while watching tv. The connection holds good even if I move away from the tv / bluetooth transmitter by 9m. Only con I find for this device is that at times it may take little longer to synchronise with the transmitter , may be it is when my pc and wifi is on. Battery lasts for an average of five to five and a half hours. Overall this is a good product with decent performance.",4.0 out of 5 stars
Reviewed in India on 5 March 2021,Deb,It is only ok for simplest of applications,"I purchased this headset at a very good price of 499. I needed a BT headset for my official skype meetings and this looked like a good low cost option to me.. After going through 2 iterations of this product (1st was replaced) I am constrained to say it is better to avoid this unless of course your requirements are only limited to taking phone calls on the mobile.. Positives first.... * Is very cost effective. * Comes ready to use, right off the bat; no hassles pairing, pre-charged. * Very thoughtfully provides you an additional pair of those silicon/rubber ear muffs (whatever they are called) for the buds. So what's wrong? Pretty much everything else. Here's my take.... * Has 0 bass and sometimes sounds pretty tiny/hollow. * Has inconsistent quality. The first set will not work properly (wont carry my voice on a call) whether paired to a laptop or a phone. Had to return for a replacement. * Second one could pair and work with the phone. However quality of sound was debatable. Definitely not for listening to music. * Biggest challenge was with my laptop and skype calls. This was the whole reason for buying this device. My tech support team spent much time to figure out the issue. While it paired with the laptop initially the mic will not work at all. Later they figured out the sound coming through the mic was so low that the laptop was not detecting the input and switching over to the laptop mic. So even after they forced the laptop to only use only headset mic the person at the other end just could not hear almost anything! It was almost as if the mic was covered by something!. Net bottomline... This headset is of barely any use unless you need a headset on a low budget and your only expectation is to make phone calls. Otherwise just AVOID!!!. Footnote: I wonder what those 37% people who gave it 5 star rating were really smoking! Or was theire expectation so low that a mere pairing of the headset with their phone made them so gleeful... will never know!",2.0 out of 5 stars
Reviewed in India on 27 August 2020,Gayatri Iyer,Poor service,"Good and speedy delivery from Amazon.. Sound quality - 3.5/5. Noise Cancellation - 4/5. Bass quality - 3.5/5. The headphones are good and okay in the particular prize range.. But this bluetooth works good with phones and doesn't work that well with laptop/computer.. The Bluetooth disconnects frequently with laptop and sometimes the mic doesn't works in the laptop.. I have requested for a replacement for which the warranty team are very poor in helping and providing support.. So if you are looking for a headphones which will be used with your laptop also, please don't buy this.",1.0 out of 5 stars
Reviewed in India on 31 August 2020,Satheesh babu,High bass wireless bluetooth earphone,"Main attraction of this headset is, It used latest bluetooth technology, which is Bluetooth 5.0, Its wireless range is 10 meter.. Battery backup of this wireless bluetooth earphone is more than 6 hours, so It only need charging in two days.. Sweat or water will not damage this headset, also it is lightweight so we can use it while jogging or at gym.. 1 year warranty for this price is also attractive.. Used more than one week continuously, not faced ear pain from wearing earphones.. Noise cancelation is also perfect, Tried it in outside.",5.0 out of 5 stars
Reviewed in India on 25 March 2021,N Kapoor,Not bad in 499,"First day expression. 1. delivered with 2 days. 2. Not loud as boat f225 (my previous BT earphones). 3. Bass is not punchi as boat. 4. Volume buttons are opposite (low is on top and high is in bottom). 5. Battery is still 70%, after 7 hrs (recived at 80%). No complaints in 499. I bought boat in Oct 2019 in 1200 and now it stopped working. Lets see how long will it go.",4.0 out of 5 stars
Reviewed in India on 10 November 2020,Neeraj,Good sound,"Got it today, really loved the product.. awesome sound.. i was thinking to buy the Airpod but a friend suggested this to me.. Why spend so much!! So i ordered this and this really is amazing.. it looks good.. have great sound and doesnt hurt ua ears!! I am totally satisfied with this and couldnt say about battery as i have got it, today itself!",5.0 out of 5 stars
Reviewed in India on 10 January 2021,Pranav,Worthy product.,"These Ptron neckband is just awesome in both looks as well as sound.. Sound quality is crystal clear & bass quality is better.. Is light in weight, doesn't feel like neckband is there.. It has great battery backup, using it all day long from office to workout.. It's bluetooth connectivity is fast & far better than others.. Overall, it's a value for money product.",5.0 out of 5 stars
Reviewed in India on 5 September 2020,Selleta dsouza,Product not as expected,This is a made in china product....many times it dosnt connect to bluetooth...at times even if it connects call dont come in ...not worth product....was to return it but return window closed today....very upset with this product......wen u personally use u kno its bad performance,1.0 out of 5 stars
Reviewed in India on 19 August 2020,Pranav Rajesh bhutara,Overall product review,"The products is pretty amazing at this price point. It fits perfectly in ears also comes with extra buds depending on your ear size you can use them. The sound is amazing, I have used other earphones at this price but this is definitely best of them. It clearly is winner in this to me. The microphone quality is pretty good too had no issues while talking. Have used them for running too and it does not come from ears and works amazing. Highly recommended product from me",5.0 out of 5 stars
Reviewed in India on 21 August 2020,nitesh vaishya,Best wireless bluetooth earphones,"1.Sound quality is really good and the voice is heard clearly.. 2.Product is just amazing!! with the reasonable price and quality. 3.Battery stand by is 36 hours for me, and i have used it continously for 8 hours in one go. So Battery life is pretty awes. 4.This wirless Bluetooth earphone is pretty light and comfortable, the wires connecting the buds are not stiff.. 5.Original earbuds fit perfectly and caused no pain or discomfort, the band round the neck too is comfortable. come with extra pairs of buds.. 6.Fits well and does not pop out while jogging or walking.. 7.Fast charging- gets completely charged in just an hour and has got high voltage protection too.. 8.easy switch between 2 devices hardly. takes 5 secs to switch. 9. The best wireless Bluetooth earphone to buy Under 700. 10.veryy efficient for calling , video conference. 11.The response is good and you can control the media just by using these media controls. You can do Play/Pause, Next/Previous, change volume and also call voice assistant",5.0 out of 5 stars
Reviewed in India on 6 September 2020,Debabrata samal,In Ear WIreless Bluetooth Headphones with Mic,I am loving this In-ear Bluetooth head phone with mic.. Money worthy quality product.. Less price as compared to other brands.. Running time is good/good battery backup.. Using the whole day with Bluetooth connectivity.. Designed ergonomically.. Fastest pairing with phone.. Noise cancellation also good during phone call.,5.0 out of 5 stars
Reviewed in India on 8 September 2020,Divy Daraniya,Neck-companion on effective prize,"Ptron Tangent Lite is really an awesome bluetooth headphone. It provides user-friendly experience by high bass sound, high range, strong connectivity, easy buttons operation and lightweight structure. In addition, noise cancellation feature really enhances the quality of sound during phone calls or meetings. The magnetic earbuds remain stick together and avoid swinging here and there, therefore user doesn't even feel the presence of the headphones in the neck. A product is provided with enough battery backup, providing 6 hours of playback time. And last but not least, in this price range 1 year warranty is provided which makes the all in one package.",5.0 out of 5 stars
Reviewed in India on 18 September 2020,Antim,Average Product,"I reviewed this product after 1-2 months. Worst build quality. Price is cheaper but not so worthy product to buy. I used it every day and in a month it's not working properly, sometimes it is not started after a long pause. Connectivity issue in a laptop while you working meanwhile it's stopped in the middle of somewhere. Sound quality is decent. Noise cancellation is working average. Bass is good. Alternatively, battery hours is so good for long time usage along with charging is fast. it takes 1.5hr to full charge.",3.0 out of 5 stars
Reviewed in India on 10 October 2020,Saurav Jagtap ,Average sound quality and product stop working in 2 month and customer service are worst,I am buy patron tangent lite wireless headphones from Amazon 2 month ago within two month it stop working it automatically disconnected and not pair and also microphone stop working and contact to customer care they are not pick up the call and after contact on email I am not getting any satisfied solution don't buy this headphones and sound quality is average it is not good and noise and bass quality is also average I am not recommend this wireless headphone and customer are worst they are not solving your problem and not give any proper solution,1.0 out of 5 stars
Reviewed in India on 18 September 2020,Suresha,"Poor quality, No warranty and No service","Bad quality and no warrant for this product.. It's stopped working with in a week. Service is available only in Hyderabad (AP State).. When I called up customer care there was no response. After sending repeated emails and calls, they said I have to courier this to Hyderabad at my own cost. Once it is received then they will check and tell. After sales service and product both are bad.. However, I got very good assistance from Amazon for replacement.",1.0 out of 5 stars
