date_info,name,title,content,rating
Reviewed in India on 11 November 2020,Jay,Good earphone with some issues.,"Build quality is good. Sound quality is good. But I am facing some issues like sometimes it automatically pause for while while listening music.. Anther issue is, while walking and taking a call, sometimes I am getting opposite caller voice not synced in both the earbuds at the same time. So one earbud is delay for a while than other.. Also in most of the cases, switching between laptop and mobile and vice versa is quickly and working and sometime it lags.. So mix experience for me.",3.0 out of 5 stars
Reviewed in India on 3 November 2020,Amazon Customer,One plus buds z go for it,Just amazing sound quality was amazing oneplus buds z never disappoint great for music listeners. Pro. 1. More than good sound quality at this budget. 2 . Vocal treeble bass is amazing. 3. Connectivity is just superb just open the lid and its connected. 4. Battery back up is also superb gives u upto 5 hours of non stop usage volume on 100. 5. Just go for it. Cons. 1. Connectivity to non OnePlus user is not that easy. 2. Bass is good enough but if it would have more bass I would have loved it more,5.0 out of 5 stars
Reviewed in India on 7 November 2020,Rahul Raoniar,Best earbuds at affordable price❤️❤️.....must buy🎶🎶,"Most innovative product from OnePlus. After using it today I started wondering why apple charging 24k for new AirPods.. This product's build quality is awesome and it connects just in a blink of eyes. Sound quality is too good. I would say this product will break the sales record this year.😁. I have tested the sound quality while watching movies, walking, cycling (high wind condition for 3km). It never falls out of ears. Once you place it in-ear it will act as a body part. After 15 minutes you do not even feel its existence. I really enjoyed Dolby Atmos 3D surround sound which felt like watching a movie on a theatre 😀. Anyone thinking to buy this product, buy it without even thinking twice. 👍👍. Thank you amazon for fast delivery.",5.0 out of 5 stars
Reviewed in India on 4 November 2020,HARI V.,iPhone users! Please read! Worth it. Go for it🙏,"Damn!! Best TWS in this price range. I own a Galaxy buds, which sounds like a 150rs headphone when connected to an iPhone! But this one blows my mind. Nice bass. Nice sound quality. This review is especially for iPhone users. You can definitely go for it. Worth it. No need for airpods.",5.0 out of 5 stars
Reviewed in India on 7 November 2020,Ankit devnath,Oneplus buds z issue,"I have oneplus buds z ,but it have h problem with buds when i listening music left earbud increase volume automatically and right buds decrease the volume and sometimes right earbuds increase volume automatically and left bud decrease volume please solve this issue 😩😩😩",1.0 out of 5 stars
Reviewed in India on 9 November 2020,G.T,Value for money tws earphones (has some cons though),"-Previously used oneplus wireless z which had a much more balanced sound as compared to Buds z. -Perfect ergonomics. No ear aches after 1-2 hours of continuous usage. FIt is also good with right size rubber ear tips. -Easy to use. Touch gestures will get more customizable with heymelody app in future.. -The bass tends to bleed into the mids a little bit.. -Battery life is almost as stated by manufacturer. .. Update-. After a week of usage the volume of the buds has suddenly reduced, had to reset the buds & the volume is back to normal",4.0 out of 5 stars
Reviewed in India on 9 November 2020,Sharath Kumar,Connectivity & stereo balance issues,"I got this item on a deal for 2699/- so bought it without a second thought. I use a OnePlus 6 so I thought the product would go well together. But my experience is a mixed bag. I'm not sure if it's just the unit I received but I had continuous disconnections from my phone even when the buds were right next to it. So, I had them replaced. I got the replacement item today, and THE BOX WAS MISSING A PAIR OF EARTIPS!! This was a sealed box so I'm not sure what is going on.. is Amazon sending refurbished/repackaged items when u ask for a replacement?. And what's more, it's audio balance is not right.. the left bud has a slightly lower volume to the right bud.. Now the only option under Amazon order is to ""return item"".. there's no option for a replacement. And I can't return & reorder bcoz the deal is gone. So, it's either be stuck with this or return the item but lose out on the deal.. All in all, a bad experience from OnePlus & Amazon.",2.0 out of 5 stars
Reviewed in India on 2 November 2020,Suresh,Worthy,Worth paying and sound is just amazing. Loved it!!. Got delivered within 18 hours,5.0 out of 5 stars
Reviewed in India on 6 November 2020,Hitarth,Don’t Buy It,Sound quality is very poor. Touch sensing is not working properly. It doesn’t support all functions except one plus phones. Bass is very very poor.. My review is don’t buy it if you don’t have OnePlus phone and if you like a good quality sound. 900 rs pitron ear buds give better sound quality than OnePlus.,1.0 out of 5 stars
Reviewed in India on 3 November 2020,Midun Raju C,Really loved the product,"I really love the way the OnePlus Buds Z sound. I have used a lot of Bluetooth Headphones in the past and it is better than the 5k Sony headphones in terms of audio quality. You cant expect top tier audio, it is very good for the price.. The mids and lows are crisp.. Microphone quality could have been better, it picks the surrounding noise. I think it is one drawback. But for 3k this is really value for money.",5.0 out of 5 stars
Reviewed in India on 12 December 2020,Elite Gamer,MAJOR ISSUES,Honest Review:. Every video or music that I watch has a lag. Like when I'm watching a video on YouTube the video sound stops for a few seconds and then starts. This can get very annoying and I wasn't expecting such a terrible problem with earphones costing 3k.. Massive deal-breaker and lot of youtubers are shamelessly promoting these earphones without mentioning this major issue. Look elsewhere for truly wireless earphones. These are not the right buds.. I have the bullets wireless z and those are far superior.,1.0 out of 5 stars
Reviewed in India on 6 November 2020,Suneeti bansal,Real me buds or one plus?,Now listen carefully whosever buying. I got my product today ie November 6. Product is ok ok . Sound quality is good not that bad. Bass level is also medium. If u are a music lover then dnt go for these buds buy relame buds instead if u are bass lover and want superior quality. But if u are a normal daily user or buying product for simple use than go for one plus buds . I hope this helps u guys:),4.0 out of 5 stars
Reviewed in India on 25 December 2020,Aayush Bedi,Do read this! What others aren't telling you!,"Pros: Build quality is good, battery is great and the sound signature is average.. Cons:. 1. Bass on these is very poor, it feels artificial. 2. Wear detection is irritating, due to this even if I'm listening to music/media they keep getting disconnected. This happens after every 10 seconds and ruined my experience. There are 10-20 threads on OnePlus official community but the company seems to ignore the requests. 3. Horrible calling experience: Whenever you'll call someone, the sound output is so low that you can't hear the caller even in an empty room, the mic is rubbish as I need to hold the other bud to speak like a fool.. Overall: I expected a lot from OnePlus (being a OnePlus user) but their lack of activeness in resolving issues I will NEVER recommend these to anyone.. These are neither for audiophiles nor for normal users!",1.0 out of 5 stars
Reviewed in India on 5 November 2020,Ravi,Great at this price range,"I'm using bose sound sport, oneplus buds z can't match my earphones but good compared to this price range. Only double tap function is available and very light in ears. Quick connection works between my pixel and Mi phones. Connection is very easy. By downloading Heymelody app you can customise the functions. Overall a great TWS earphones with good sound quality. Best under 3000 rupees.",5.0 out of 5 stars
Reviewed in India on 15 December 2020,gourav,Used product.,Last time I did a review my review was deleted. Doing it again and sending the picture as well. So amazon send me a used product i posted a review and it was deleted.. Update after 1 months: battery and connectivity is worst,2.0 out of 5 stars
Reviewed in India on 4 November 2020,Suman Singh,Sounds Great!,Really good sound quality for the money you pay. Almost matches with the wired headsets and real good.. Only con feels of putting the earphones in the case you need to think twice before putting in and there's a sense of confusion but that is a matter of 2-3 days then u r good to go. Worth every penny...,5.0 out of 5 stars
Reviewed in India on 21 November 2020,sivaprakash,Not compatible for non OnePlus user's,If I pay money for Ur product u have to give me a full access of Ur product...it has Dolby sound support only to High end model of one plus mobiles..then what's the use of buying it for non OnePlus mobiles??..and then we can't change the control settings in non OnePlus mobiles..... Product is good and top notch only for OnePlus users... For non OnePlus users we have better product in other brands ....,1.0 out of 5 stars
Reviewed in India on 12 November 2020,Cipher,One of the best TWS earphones under 3500,"Build Quality:. The total build quality of the product is very good, it has a complete plastic build with a glossy finish.. The case is compact and lightweight.. Sound Quality:. 1. Music: The sound quality while listening to music is really good. It is one of the best among TWS in this price range. This is because of the larger driver size which provides improved music quality.. I am using the pods with a Mi device but I have used the same with a One plus device, and it sounds better as compared to the Mi.. 2. Call Quality: he only are where I was disappointed is the call quality. even though the person on the receiving end has a good experience due to good nice cancellation and seamless connection, but the person using the earpods would experience quality issues. The voice is very low compared to any earpods and I could barely listen to the other person even on the highest volume. This is same for OnePlus devices too.. Overall the earpods are really great and are a bang for the buck although while making calls in even slightly noisy environments, you would have a hard time understanding what the other person is saying.",4.0 out of 5 stars
Reviewed in India on 2 November 2020,Ranganath Ananthkumar,Best Tws with less budget,Awesom TWS earphone in this budget.. Sound quality is decent.. Fits perfectly to the ears.. Build quality is good.. Syncing is very easy.. Value for money.,5.0 out of 5 stars
Reviewed in India on 23 November 2020,Narvinder Thakran,ONE PLUS... Quality MINUS/ZERO..!,"All i want to say is, this was the last oneplus product I bought. Going forward i will not recommend this brand products to anyone because the quality assurance for which this company was known is no more in its products.. I booked this product at PRE ORDER time , waited for 10 days for it to arrive and got a defective product where the charging case for faulty, it completely failed to hold the charge and kept on showing 51% charging no matter it was put on charge for 5 hours or 6 hours it was not charging at all.. I asked for replacement and AMAZON was prompt in taking action and new product was delivered in no time but unfortunately the second one was also faulty and this time neither the case nor the buds were charging.. I WAS DELIVERED 2 FAULTY PRODUCT BACK TO BACK THAT TOO WHEN THUS PRODUCT WAS LAUNCHED A WEEK BACK.. All i want to say is.. if you want to avoid harassment then do not buy this product. ONEPLUS ERA HAS ENDED AND it will meet the same FATE THAT OF NOKIA SOONER OR LATER.. I WISH I COULD RATE IT 0 STAR...!",1.0 out of 5 stars
Reviewed in India on 15 November 2020,Amazon Customer,Full review after 10 days,"Pros- it's a great purchase and I used it with OnePlus 8 and OnePlus 8 pro. It is very seemless while switching devices. It will fit very well. You will not realise there is something in your ear. You can run, do exercise without worrying. Coming to sound its really great. Better than many highly prices earphone. There is no active noise cancelling but when u r listening music you will not get any other sound. Bass also really good when listening at low volume.. Cons - while speaking on call its not the great. But u can manage talking very easily. Not a big con.. It's a excellent purchase at its price. Used in many different kind of environments and I love it.",5.0 out of 5 stars
Reviewed in India on 2 November 2020,ABDUL ALEEM,Extraordinary product..100% true tws,Excited to receive on launch date and I am extremely happy with this product.. Awesome buy ..... 1+ Increased it's loyalty in the market.. no competition product.,5.0 out of 5 stars
Reviewed in India on 29 January 2021,BK,One side not working 🙄,"I was much really excited to buy this product but all i have received is a defective one. Overall packaging and all is good as usual. But never expected a not working ear phones (earbuds). I have initiated replacement and the same was accepted. But the point is, sellers and manufacturers should be very cautious. They should satisfy customers rather than irritating.",1.0 out of 5 stars
Reviewed in India on 28 January 2021,Pradeep k.,Best TWS,Just go for it...!!!. The sound is good. Quality is top notch. Battery is good.. It's perfect for me.,5.0 out of 5 stars
Reviewed in India on 10 November 2020,nayan,My experience with oneplus budsz,"I got them on 7th of November.. the packaging and product looks fine the connection with the oneplus device for the first time was very instantaneous, but later on I found some problem. 1 I found the left bud sound was a little less as compared to the right ones, although the sound quality was good.. 2 connecting to another devices was a tricky task, the button for switching between the devices didn't work efficiently. 3 there was some problem in charging the buds, even after full charge the case battery showed only 1%. After so many difficulties I decided to return them. my suggestion is that if you're finding any replacement go for replacement and if you still find the problem then return it. It is a good product, the audio is good and the battery life was good too.",3.0 out of 5 stars
Reviewed in India on 28 January 2021,Dom,Pretty Decent,"Been waiting for these to release since forever, got these last week. If you have a Oneplus, and are looking for a funky pair under the budget, you can simply opt for the buds z. Been using them extensively for a over a week. Here's my take on the buds z.. Pros:. * Bass and audio quality good - using this under Apple airpods with my own customized eq ( For Oneplus devices). * Connectivity is great, didn't have any disconnection issues like many people mentioned in the reviews.. * Battery life is amazing, charges really quick. The case do charge the buds as well.. * The build quality for the buds z 9Steven Harrington Edition) is classy, it has this aesthetic matte finish, looks and feels great.. * Call quality is crisp and clear, had no complains from callers.. * Does seem to block out most of the background sound, 75% higher volume.. * For Oneplus 7 series and above, the sound quality is even better, thanks to Atomos enhancer and eq. Tested this out on a Oneplus 8. * Touch response is very responsive on the buds.. * They fit well in my ears, and trust me these will not fall of that easy.. Cons:. There is this annoying bug with calls that I had initially, got this fixed by repairing and during a call, lowering the volume to 0, and then to 100, had to only do this once. Now seems to work fine.",5.0 out of 5 stars
Reviewed in India on 8 January 2021,Tushar Nayak,"Bud Z is an attempt to win Olympics on dope, a player on steroids.","I have been a loyal customer of Oneplus ever since Oneplus 1 and never swtiched team. But team Oneplus, this product of yours is downright disappointing. Here are the reasons why -. 1. Muffled voice - During calls, the person on the other side keeps saying, 'Your voice is muffled, can you speak louder?'. It is quite the same when I am listening to someone talk.. 2. Battery life - Within 20 minutes of use the battery dropped from 100% to 56%. Don't know what the '16 hour playtime' fuss is all about?. 3. Lacks thump and treble is shrill - I have used quite a few earbuds and I can, without a shade of doubt, say that these buds lack both bass and treble. Bud Z is an attempt to win Olympics on dope, a player on steroids.. 4. Return and replace - You are stuck if you buy a Oneplus product. There is no return only replace.. I could have dug deeper and gave all of you a better insight but I think you get my meaning. There is so much to write and say but none can match the money lost (or paid for an undeserving product).",1.0 out of 5 stars
Reviewed in India on 19 December 2020,Thrifter,Initial hickup was resolved after using a larger ear tip from local store. QA needs improvement,"Am a oneplus fan since One. This is the first product that's been an utter disappointment.. Went for it after reading all the reviews. But felt like I got a different product, all together. First of, the earphones were not fitting in my ear, even after trying the largest bud provided in the package. It kept falling off even while sitting idle on my desk! Couldn't take three steps before I need to hold the earphones from falling off. Bass is lackluster and nothing to boast about, like how people are describing it. Worst part is the interrupted play. Been meddling with it since few hours now and I still can't play a full song without it pausing by itself in the middle!. Update:. Ordered a replacement. Figured almost all the issues were due to the size of the ear tips provided. In the first package, I had a pair each of medium and small tips. New one had three small and one large size tip. The large size tip works fine for me and is entirely a different experience. Suggest everyone facing issues with auto pause and fit to try a larger bud size. I bought a pair from a local shop and the buds work well now. One plus surely need to keep a check on the quality control, as I got only one L size ear tip in the original packaging. None on my first order. Attached pics for reference.",1.0 out of 5 stars
Reviewed in India on 4 November 2020,GK,Absolutely value for money,Good microphone in which excellent voice pick-up while testing in mac pro and OnePlus Nord. Comfortable to use and there is no pain in ear even using long time. Able to switch easily from mac to phone and phone to mac using long press in buds. Good bass punch when tried in OnePlus phones.,5.0 out of 5 stars
Reviewed in India on 2 November 2020,Logan,Oneplus buds Z,"Nice build quality and pretty decent sound quality as well and has a good bass too. BluetoothConnection wa too quick.And Heymelody app provides a little bit of customisation.The only drawback I noticed was that except for calls,phone mic was used for other apps,so it was disappointing.I hope they fix it through upcoming update.Ad Kudos to Amazon,got my bids Z within 2 days.",4.0 out of 5 stars
Reviewed in India on 15 January 2021,Ark,Dont Buy before reading this!,"I am also one of them, Who watched plenty of youtube videos and reviews and thought I am buying the best buds,but trust me there are so many things which havent covered buy any of them. So I will list out all the things you need to consider before buying this:. 1.If you are buying this for using with laptop. Don't buy it. Because the buds have a problem with laptop connectivity and there is even a one plus thread on that and plenty of users complained there but oneplus does not have any response for that. The left and right buds keep switching on and off and it is extremely frustrating. I have used plenty of Bluetooth earphones and I have never had this issue.. 2. If you are a bass lover, or even if you are a music lover, never buy these. These buds had almost average to bang medium audio quality and almost no bass. Even watching movies or series with this is absolutely not enjoyable.. It will make you question all the reviewers, how can all of them be so biased.. For 3000rs it is definitely not worth it, you can buy the renewed ones which are new for only 1400 rs. It is only worth for that.. 3.The silicone buds they provide are the worst buds and of the lowest quality and design.You can see in the images I shared. So I switched to realme buds as you can see in the picture and trust me the sound quality improved a lot. For a company like oneplus who believes in never settle I cant believe they have such poorly designed silicone buds.. 4.There seems to be uncomfortable feeling in the ear when you wear it. Whenever you remove it , it stops and it is extremely frustrating. And you cant watch anything by sleeping as the 3 second press will disconnect the Bluetooth device.. There are few pros:. 1.If you want good aesthetics, it will attract eyes and people will ask whether they are airpods or assume so. Because it is glossy and shiny, That is the only plus for this one plus.. 2.It is said to be having good call quality, but when i was on a call the other person always complained they couldn't hear but it is better than other buds it seems.. For 3000 bucks you can buy 2 realme or boat neckbands, You can buy boat air dopes and a speaker , which all will give you more joy than these bang average product for One plus. Total disappointment. Never expected this.. I don't know how it garnered so much positive reviews, May be it is only suitable for One Plus users and designed for them. But the truth is this.",2.0 out of 5 stars
Reviewed in India on 2 November 2020,Sayed,"Short review, i pre orderd the buds.","The sound quality is good , bass is not that impressive ..case looks solid ...its a budget friendly truely wireless...worth the money..there is an awkward metal smell from the buds..i cant understand form where does that come from ... The music is loud and punchy but lacks bass",4.0 out of 5 stars
Reviewed in India on 2 December 2020,Vidit Pandey,Value for Money and comfortable. Can recommend for the price point.,"I was looking for a wireless earbuds due to easy to connect, portability part.. The OnePlus buds Z popped into my mind after their price reveal and sealed tips design.. These are my first True Wireless Buds, therefore my review experience is based on first time experience rather than comparison prospect.. Sound: The sound is ok, Personally I am not a bass lover and the bass is on average side. The low and mid tones are great (typically for Indian film music). One thing I would like to mention that amazed me was Gaming sound is amazing on these with no lag. (I played Call Of Duty Mobile paired with iPhone).. Connectivity: First time pair with iPhone was very easy. Afterwards, it connects by default as soon as I open the Buds case, which is very convenient. I use it with my laptop as well and meeting experience is good (mic quality indoors is great and good outdoors as well, no complaints).. Noteworthy points:. - As soon as you take out a bud, the music/video pauses. This is a really good addition at this price point.. - I would have loved multiple device connectivity at once, but even then switching among devices (phone to laptop or other way) is a breeze, just tap any bud for 3 seconds and it connects from one device to another.. - Comfortable to wear for 3-4 hrs non stop.. - Battery is 3-4hrs constant music/meetings. (Since I have experience with wireless headphones which give 20+ hrs of battery backup therefore this is not so good for me personally, but given the size and quick charge in case, no complaints here as well).",5.0 out of 5 stars
Reviewed in India on 15 November 2020,Femina,Worth every penny...go for it without any second thoughts!!,"Worth every penny.. its just so perfect in every way, sound is balanced, bass is very good.. please do not get confused with the other reviews..i have been using sony bass boost earphones for more than 2 years now and as a Buyer i was also confused with few of the reviews whether if it's a right buy or not...i would totally recommend this product and good job oneplus.. battery backup is just amazing and it fits in your ears so well, no pain at all..also, the volume is not less as mentioned in few feedbacks..",5.0 out of 5 stars
Reviewed in India on 8 November 2020,Rajendra Mehta,Not Comfortable but sound is good,Pros: Sound quality is really good. Battery backup is decent. Connects very fast. Quick switch is really very useful.. Cons: But they are not comfortable. For 1 hrs it is okay but after 2-4 hrs it is not comfortable. It will start paining in your ears. The ear lobes will also start paining. And there are many bugs in the software. As due to software bug it suddenly stops during a video. And the charging case also does not indicate when it is fully charged due to bugs in software.,3.0 out of 5 stars
Reviewed in India on 8 November 2020,Amazon Customer,The sound breaks frequently,"I have been using Buds for sometime now and found that the sound breaks frequently while playing music or playing game (for instance, Candy Crush). Please do not buy this product its not worth it.",2.0 out of 5 stars
Reviewed in India on 14 December 2020,Sutanu,Best example of a Chinese product. Worst example of oneplus product.,"Waiting for replacement.. Left ear bud has less volume.. Music intermittently stops playing for a second or two and then comes back on. The music does not pause in the actual sense, but the audio isn't played by the buds. Same thing happened with podcasts. Sound stops every ten seconds for a moment.. Call quality was really bad. Other person complained of disturbance.. Edit: Received replacement. Second piece was slightly better. Music stopped but less frequently. Call quality was still very bad. Ears hurt after 2-3 hours of use.. Waiting for refund.",1.0 out of 5 stars
Reviewed in India on 30 November 2020,Jgeet420,Don't think too much like it buy it won't regret.,"Battery life. I'm using it for around 2days now stil i hv 43% on the case & 100% on both the buds.. Sound quality. For the price range its good though I don't feel like it has boosted bass. For watching YouTube videos & movies it sounds just perfect.. Features. If u remove buds while listening music, watching movies it automatically pushes the sound.. You can find the buds while they are connected to ur BT makes some noise so you can find them.. Shows individual battery of both buds & the case (if lid is opened) in BT settings.. The things I don't like.. Glossy finish ( that attracts more dust). Placement of the buds inside the case.. It's hard to open the case lid with one hand.",5.0 out of 5 stars
Reviewed in India on 9 January 2021,Srikanth,I like bullets z better for convinience except for,"Dont forget this is a great product , absolute value for money.. But in terms of convenince i think bullets z is a better device. Why? Ok. 1.First things first. Bullets dont need frequent recharging, buds die every 3-4 hrs. We have to charge it from the case and case needs to be chargedseperately as well. But is this extra step justify the truly wireless experience? Its up to you.. 2.Lets say i have fallen asleep wearing this, if you have to reconnect it to the phone in the morning. You have to find the case, place it in and take it out. Whereas in bullets z you can just use the magnetic tips.. Execpt for this one thing if you are busy with physicsl activity buds z wins hands down. Coz you wouldnt even realise you are wearing earphones, bullets z has a 'always around the neck' feeling you have to get used to you gota watch it if you are working out.. Both the earphones are absolute value for money purchases. With its owm pros and cons. If you own a op device this is a must have, wired earphone adaptors are tiresome because of the frequent replacement it needs.",4.0 out of 5 stars
