"review_title","review_text","review_star","page"
"







  
  
    iPhone didn’t last 6 months
  
","









  
  
    
  WiFi and Bluetooth stopped working less then 6 months of purchase. Phone is useless with out WiFi it can’t even update

  
","1.0 out of 5 stars",101
"







  
  
    Works great, just like new
  
","









  
  
    
  No issues, quick shipping and works great!

  
","5.0 out of 5 stars",101
"







  
  
    Its not the best
  
","









  
  
    
  Its good but for some reason 1 out of the 2 I bought just turned off on me within 2 months and hasn't turned back on, Idk what to say but I wish I could get my money back

  
","4.0 out of 5 stars",101
"







  
  
    Great upgrade.
  
","









  
  
    
  I’ve had a 5s forever. This was an awesome upgrade. Arrived fast. Thanks.

  
","5.0 out of 5 stars",101
"







  
  
    Is working good
  
","









  
  
    
  My husband is very happy with birthday present.

  
","5.0 out of 5 stars",5
"







  
  
    iPhone 8 256GB Space Gray Unlocked GSM
  
","









  
  
    
  iPhone 8 256GB Space Gray Unlocked GSMWhat came in the box1. iPhone 8 256GB Space Gray Unlocked GSM2. Lightning Cable3. USB Plug4. Original BoxWhat was not in the box1. Earphones2. SIM Card Removal Tool3. User ManualThe cable and plug are white and wrapped in plastic just like what you would get if it was new from Apple. I cannot tell if these are originals.EarphonesHave always used 3rd party so not getting a set was not a deal breaker.Phone ConditionBody is in very good condition. There are paint flecks on the corners, maybe dropped on a hardwood floor, it is smooth to the touch, not deep so it does not appear to have been dropped on concrete, pavement or other rough surface and it is not a light scratch from carrying it in a pocket.Screen ConditionIt came with a screen protector already applied. If there are any scratches I cannot tell. With the protector on, it looks pristine.A bummer since it was not mentioned in the ad and I had purchased a case and screen protector for it. I always protect the phone before it goes outside.It’s an expensive device so why people don’t protect it from day one I’ll never know, I guess some don’t care. I have a spare screen protector now.Battery Condition <U+2028>Battery Health says 91% Maximum Capacity relative to when it was new, 86% charge on startup.Even though capacity says 91%, I am not having issues where I am out of juice early. Over a day with moderate use, heavier use I would need to recharge around 06:00pm-07:00 pm. This of course is a YMMV.Setting it upPhone was already reset. You set it up just like if it came straight out of the factory.CameraNo scratches on the lens and photos come out crisp and sharp.SpeakersNo issues, sound is very good. No hissing, cracks or pops.Microphone, Lighting PortNo issues. Works.Phone came with iOS 12.3.1 installed. So far I have not come across any issues that would give me pause on the purchase. Phone is working as expected and the ad says phone is like new and I would have to agree.<U+2028>Amazon tends to lump all the reviews together, regardless of seller so you can’t tell which negative review belongs to who. It’s as if it was all sold by one seller.  Reviewers need to say who their seller was.My seller was MobileDealz and at the time they were a little bit cheaper than most. <U+2028>This phone debut at 849.00 + tax on September 22, 2017. Nearly 2 years later it is has seen a 50%+ price drop. I don’t need the latest and greatest, a gently used phone is just as good.

  
","5.0 out of 5 stars",5
"







  
  
    Microphone issues during calls
  
","









  
  
    
  Half of my calls are muffled and people cannot hear me talking.

  
","1.0 out of 5 stars",5
"







  
  
    Phone crashes a lot!
  
","









  
  
    
  The phone crashes all day at least 5 times a day and takes a long time to reboot. Looks fake.

  
","1.0 out of 5 stars",5
"







  
    El teléfono no sirve
  
  
","









  
    
  Este producto me llegó malogrado prende trabaja una hora y después se apaga por 4 o 5 horas después se vuelve a prender solo y hay veces no prende el producto viene fallado revísenlo

  
  
","1.0 out of 5 stars",5
"







  
  
    Doesn’t work; waste of time
  
","









  
  
    
  Took hours to reach 20% charge; must be a defective while the front and back has no scratch the rounded corner has dents. The phone has been dropped, which most likely lead to the charging issue.In package only the phone is original, plug and cable are oem and no instruction. No lightening to earphone jack adaptor.Read some of the reviews and people had same issues; hope this return isn’t going to someone else?

  
","1.0 out of 5 stars",5
"







  
  
    Great service
  
","









  
  
    
  I bought the iPhone 8 256. It looked like new when I received it. It did not come in the original iPhone box. It came in a cardboard box with the plug in to charge it and the little metal piece for SIM card. It worked great in every aspect except that I noticed the sound quality was not as good as my iPhone 5s, the sound was more “tinny” sound, probably not noticeable to others, but it was for me. I don’t know if it was a defect or how the iPhone 8 was made. It just startled me when I would use it for an alarm clock playing music. I did not have any problem at all returning the iPhone. The package came with a card that had their phone number and email address, backed by Amazon. There is a 90 day warranty and I turned it back in shortly before the 90 days was up. When I spoke with the customer service, they were really nice and just wanted to know what was wrong with the iPhone. I was sent an email with the return label and I sent it back with no problem and got a full refund. Even though the phone did not work out for me, I would still recommend this company because of their great service and following through with what they say they will do.

  
","5.0 out of 5 stars",5
"







  
  
    Locked phone with a dirty charging port
  
","









  
  
    
  iPhone came locked. We took it to T-Mobile who couldn’t do anything for us. We then took it to Apple, who offered to bypass the code. As they were working to bypass, the phone wouldn’t connect to the USB port. The Apple genius takes out a cleaner and starts unpacking gunk from the charging port. So, that was the moment I decided that we were sending this back. It was locked, it was packed with lint, it would not charge, and it has a visible scratch. So much for careful refurbishing.

  
","1.0 out of 5 stars",5
"







  
  
    Wont work with Metro PCS
  
","









  
  
    
  The phone came in great condition but I have one small problem. I had an android from metropcs before this iphone and I tried putting the Sim in this phone but it says ""no sim"" and wont make calls. I saw another review on here that said it works with metro pcs so I'm trying to figure out the problem.

  
","4.0 out of 5 stars",5
"







  
  
    Works Great But Here's A Tip For Straight Talk Users
  
","









  
  
    
  Have only had the phone a couple of days but so far it works great.  It is an iPhone 8, 64GB model.  It looks brand new and everything functions as it should.  A note to Straight Talk users.  That is my carrier and when I put my Straight Talk SIM card in this phone it works great but I went to the Straight Talk website and logged in so I could transfer my new phone and register it.  The website kept giving me an error when I entered the phone's IMEI or serial number so I called Straight Talk support.After working with me for a while, the rep said ""You can't use your current SIM card because you have an unlocked phone.  You are going to have to buy a new SIM card and then register that and the new phone with our ""Bring Your Own Phone"" system on the website.""  I asked if I did that could I keep my phone number and he said yes.  I did some research online and got the impression the the Bring Your Own Phone is not for existing customers, but for new customers or existing customers with new phones who want new phone numbers.  Not sure about that, but my thought is that since the phone works perfect as it is, I am not going to try to upset the apple cart by buying a new SIM and trying to register it with Straight Talk.  I think they don't want us users to have unlocked phones and especially ones that were not purchased through the Straight Talk website or an authorized supplier so I am leaving well enough alone.  The phone works fine with my SIM card, the only thing is that on the Straight talk website it shows I have a Samsung Galaxy instead of an iPhone 8.  No harm, no foul.

  
","5.0 out of 5 stars",5
"







  
  
    Ok
  
","









  
  
    
  Ok but the screen keeps messing up every time I drop or bump it and when i first got it truned off for 3 days besides that good

  
","2.0 out of 5 stars",147
"







  
  
    Must buy
  
","









  
  
    
  Was refurbished. Perfect condition. Works great. Clean and sleek. No issues

  
","5.0 out of 5 stars",147
"







  
  
    in Perfect condition and good as new!
  
","









  
  
    
  it came on time! it looks new -- no scratches or dent, with minimal wear (very tiny case mark at the back of camera). i'm happy with my purchase! Thanks to the seller and amazon... would definitely buy again and would highly recommend to everyone :)

  
","5.0 out of 5 stars",147
"







  
  
    Would buy again!
  
","









  
  
    
  The phone was delivered in excellent shape and works fine. Battery life is 89%, which seems very good for a used phone. We have not attempted to connect with Verizon as we are just allowing our son to use it on WIFI for now. Overall very pleased!

  
","5.0 out of 5 stars",147
"







  
  
    exceptional product
  
","









  
  
    
  an amazing purchase  -  a gamechanger

  
","5.0 out of 5 stars",147
"







  
  
    mic. & camera
  
","









  
  
    
  everytime i talk on the phone , the person im on the phone with cant hear me well . & my camera is also super unfocused.

  
","2.0 out of 5 stars",147
"







  
    Excelente
  
  
","









  
    
  Excelente Super recomiendo

  
  
","5.0 out of 5 stars",147
"







  
  
    NOT COMPATIBLE WITH SPRINT
  
","









  
  
    
  I purchased this device only to find out it is not compatible with sprint and I cannot use it. extremely disappointing considering the description says it's compatible with all carriers including sprint. ugh. annoyed.

  
","1.0 out of 5 stars",147
"







  
    Pesimo Producto. Una estafa.
  
  
","









  
    
  Compre el telefono el 6 de mayo, pero recien le lo dimos de regalo a mi hija el 15 de setiembre del 2019, por su santo. El caso es que el telefono tiene solo 4 meses en las manos de mi hija y se bloquea todo el tiempo, se pone en blanco la pantalla, se agrandan los numeros, no funciona el touch screen, una verdadera estafa. Y no se a quien reclamar.

  
  
","1.0 out of 5 stars",147
"







  
  
    Phone didnt work at all
  
","









  
  
    
  Phone was a Christmas present and it wouldn't charge or turn on at all. Very disappointed.

  
","1.0 out of 5 stars",147
"







  
  
    Like brand new
  
","









  
  
    
  Maybe I'm lucky but this phone arrived in perfect condition, exactly as described.  I bought it for my wife whos iPhone 6 was failing.  We inserted her SIM card and she was up and running.  I charged it the night before so we'll see how the battery lasts but so far so good.

  
","5.0 out of 5 stars",105
"







  
  
    Pleasantly surprised
  
","









  
  
    
  I was hesitant to buy this for my niece but she loves it the phone works great! we have no complaints.

  
","4.0 out of 5 stars",105
"







  
  
    Battery is totally messed up, doesn’t work properly.
  
","









  
  
    
  The Battery to the phone I  purchased was damaged, it had a glitch in the battery and it was turning off whenever I tried to do something without it on the charger.Then it’s started saying its unable to determine the battery charge percentage, meaning it’s dead regardless of it being all charge for a long time.I will send my phone back, get my money back and be done with the whole thing.

  
","1.0 out of 5 stars",105
"







  
  
    Just like new
  
","









  
  
    
  Was hesitant to get this after reading some negative reviews. Purposely waited a couple months to see how it did. Seems like a brand new phone. Has worked flawlessly.

  
","5.0 out of 5 stars",105
"







  
  
    No MMS
  
","









  
  
    
  First one did not send MMS. Phone was in mint condition. Sent it back

  
","3.0 out of 5 stars",105
"







  
  
    Shipped late
  
","









  
  
    
  The phone is fine but I paid extra for it to be shipped on a Tuesday and it got here Thursday afternoon. The battery after being fully charged lasted about 5 hours. My previous Galaxy phone’s battery lasted me all day, so...Idk I haven’t owned an I phone in so long I can’t compare it to other iphones. I am still getting used to it.

  
","3.0 out of 5 stars",105
"







  
  
    Awesome IPhone 8
  
","









  
  
    
  On the box that I got it said NEW so idk if it’s really new but it came in perfect shape. Like it actually was brand new . Overall the phone is great and the battery percentage thingy it said that It was %100. I love my phone and I do recommend<U+0001F643>

  
","5.0 out of 5 stars",105
"







  
  
    Not Unlocked as stated
  
","









  
  
    
  I purchased this phone thinking it would come unlocked as they stated, only to try an active and to be told phone is locked. I reached out to the seller and they want me to print shipping label and take to UPS drop off. This is not fair at all

  
","1.0 out of 5 stars",105
"







  
  
    good  phone
  
","









  
  
    
  works well no issues like new

  
","5.0 out of 5 stars",105
"







  
  
    It’s a good phone
  
","









  
  
    
  Phone was delivered on time. Miner scuffs on the screen. It’s to be expected. Decent charging cable. Phone was packaged well. Over all I’m happy

  
","4.0 out of 5 stars",105
"







  
  
    Better than expected.
  
","









  
  
    
  My son is happy with this phone.

  
","4.0 out of 5 stars",188
"







  
  
    See the Battery first to sale
  
","









  
  
    
  Battery

  
","1.0 out of 5 stars",188
"







  
  
    Right off the bat
  
","









  
  
    
  Upon turning on this phone•Started charging it because I couldn't turn it on, and as soon as it came on 2 minutes later it was at 35%...Red flag•Set everything up, once my apps started downloading the phone got pretty hot{Will update this as life goes on}

  
","3.0 out of 5 stars",188
"







  
  
    Good
  
","









  
  
    
  Good deal, but the charger was not good

  
","4.0 out of 5 stars",188
"







  
  
    Be good if camera worked
  
","









  
  
    
  Seems to work alright but the camera won’t work

  
","3.0 out of 5 stars",188
"







  
  
    Great Purchase
  
","









  
  
    
  Got this a gift for a closer friend; and he loves it. Works perfectly

  
","5.0 out of 5 stars",188
"







  
  
    Great value!
  
","









  
  
    
  Everything worked perfect so far!

  
","5.0 out of 5 stars",188
"







  
  
    Definitely worth buying
  
","









  
  
    
  10/10 would recommend this product. It took less then a week to arrive and when it did it looked brand new in mint condition with a screen protector on. The fingerprint reader works perfectly and it came a brand new charging cord and charging box which both work perfectly. Over all this product is definitely worth the price.

  
","5.0 out of 5 stars",188
"







  
  
    Satisfechos
  
","









  
  
    
  Conforme

  
","5.0 out of 5 stars",188
"







  
  
    Worth the money
  
","









  
  
    
  Have had the phone for about a month with no problems. Works as advertised and looked new. They also put a screen protector on it before shipping. That was a nice surprise

  
","5.0 out of 5 stars",188
"







  
  
    Phone
  
","









  
  
    
  Great Phone love it

  
","5.0 out of 5 stars",140
"







  
  
    Great choice
  
","









  
  
    
  The phone was nicely packed; two days early; finally, in superior condition.

  
","5.0 out of 5 stars",140
"







  
  
    Did not work with Verizon service
  
","









  
  
    
  Tried to set up ourselves, wouldn't work, took to Verizon store they couldn't figure it out.Called Verizon and they said it wasn't unlocked properly

  
","1.0 out of 5 stars",140
"







  
  
    Arrived early and in perfect condition
  
","









  
  
    
  Well worth the price.  Looks brand new, started right up and all my data transferred easily.  Great product!

  
","5.0 out of 5 stars",140
"







  
  
    Bad customer service
  
","









  
  
    
  Camera didn’t work from day one speakers crackled and customer service is terrible would not by from this company again

  
","1.0 out of 5 stars",140
"







  
  
    iPhone 8
  
","









  
  
    
  Great, as advertised.

  
","5.0 out of 5 stars",140
"







  
  
    Item performed as described.
  
","









  
  
    
  Item arrived within delivery window.  Item was as described. Item performed as described.

  
","5.0 out of 5 stars",140
"







  
  
    Like new
  
","









  
  
    
  Shipped UPS the same day I placed my order. Looks brand new not a scratch on it! Connected with my carrier and so far works great. Very pleased. :)

  
","5.0 out of 5 stars",140
"







  
  
    AMAZING! EXCELLENT CONDITION!!!
  
","









  
  
    
  Everything works perfectly amd it looks brand new! I was easily able to use it on metro by T-Mobile network. I would HIGHLY RECOMMEND THIS PHONE!!

  
","5.0 out of 5 stars",140
"







  
  
    Works Great!
  
","









  
  
    
  I’ve had this phone for about a month and so far it has worked perfectly fine. When I got it, i right away checked it’s imei to be sure it wasn’t blacklisted or something. I didn’t want to put my info or SIM card right away, but imei is clean, so it’s all good! It wasn’t damaged at all. It looks new! Battery lasts a long time. It was a good deal if I say so.

  
","5.0 out of 5 stars",140
"







  
  
    Dead On Arrival
  
","









  
  
    
  The phone looked like it was in good shape but it did not power on or charge. Tried different chargers and cords known to be good and no change. It would not charge or power on. I called the number listed and they told me to ship it back. Very disappointed.

  
","1.0 out of 5 stars",197
"







  
  
    It Depend on your luck
  
","









  
  
    
  I actually bought 2 phones one was like new and the other one Battery life was below 78% and the phone was very dirty even the speaker were blocked so I return it back

  
","1.0 out of 5 stars",197
"







  
  
    Great condition, Verizon compatible
  
","









  
  
    
  Got the product in one day. It came in great condition and had no issues setting it up with my Verizon network. Just a simple sim card replacement.

  
","5.0 out of 5 stars",197
"







  
  
    Battery Life arrived w 80% Life
  
","









  
  
    
  The phone came to me with a Battery Health of 80%. Went to local CPR phone repair and they changed out battery for $60.00.

  
","4.0 out of 5 stars",197
"







  
  
    Great
  
","









  
  
    
  Great deal

  
","5.0 out of 5 stars",197
"







  
  
    Like new
  
","









  
  
    
  Excellent condition. The only way I was able to tell it was used was that the batter health was at 96%.

  
","5.0 out of 5 stars",197
"







  
  
    Great phone!! Fast delivery!! Great shipper
  
","









  
  
    
  The phone is great and in good condition. The seller was really fast to ship out the phone in which that was very helpful. Would recommend anybody to order from the shipper.

  
","4.0 out of 5 stars",197
"







  
  
    Happy works
  
","









  
  
    
  Bat life is kinda low but over all good

  
","5.0 out of 5 stars",197
"







  
  
    good product
  
","









  
  
    
  very good quality

  
","5.0 out of 5 stars",197
"







  
  
    Great value for your money
  
","









  
  
    
  Very nicely packed. Phone looks and work like new.

  
","5.0 out of 5 stars",197
"







  
  
    Great quality
  
","









  
  
    
  It came a day earlier which I'm happy about and it works perfectly! No scratches Soo it looks brand new! Thank you.

  
","5.0 out of 5 stars",83
"







  
  
    Gives lots of trouble.
  
","









  
  
    
  I bought it in the United stated but moved out to an international country so i could not return. When i first got it, it was super glitchy. I reset the software and it stopped glitching but it would keep randomly shutting off and getting stuck on the apple logo. Now after a. month it doesn't even want to turn on. This is a waste of money. Don't buy anything from them. You will lose.

  
","1.0 out of 5 stars",83
"







  
  
    Good pricing for a renewed phone
  
","









  
  
    
  Buying a renewed phone was a great way for me to upgrade affordable

  
","5.0 out of 5 stars",83
"







  
  
    Best purchased phone
  
","









  
  
    
  Omg such an upgrade from my 6! Use my phone for work and this just made it so much better. It’s in perfect condition and so much faster.

  
","5.0 out of 5 stars",83
"







  
  
    Phone was defective
  
","









  
  
    
  Tried to activate phone on Verizon account and it would not work despite numerous attempts.  Certified Verizon store with people who knew what they were doing.  They said it was defective.  Also, when I ordered it said Amazon Prime but it took 3 full days to arrive instead of the promised 2.  So, buyer beware.  I won’t order again - too much wasted time.

  
","1.0 out of 5 stars",83
"







  
  
    Feels really solid for a good price
  
","









  
  
    
  This screen protector is so solid and feels really high end. I’m happy to have something that will protect my phone really well for an affordable price

  
","5.0 out of 5 stars",83
"







  
  
    Great purchase, would recommend
  
","









  
  
    
  Phone looks and has been working (for a few weeks) perfectly. Physical condition was 10/10, set up was easy. Charged it for about 2 hours and inserted my sim card, everything transferred right away. No technical or battery issues, would buy again

  
","5.0 out of 5 stars",83
"







  
  
    Shutter sound doesn’t turn off. Phones from Japan
  
","









  
  
    
  Do not buy this.

  
","1.0 out of 5 stars",83
"







  
  
    Works Perfectly
  
","









  
  
    
  Reading other reviews made me very nervous to see how this phone was going to turn out. But luckily it works perfectly ! There are no problems I have been facing and i’ve had the phone for about two months now. And it is indeed fully unlocked. I tried it with a Cricket and Metro-pcs sim card and they both worked with the phone. I would recommend buying this phone. :)

  
","5.0 out of 5 stars",83
"







  
  
    The phone was stolen!
  
","









  
  
    
  I was sold a phone reported as stolen.  It will not work with any network.  Complete rip-off

  
","1.0 out of 5 stars",83
"







  
  
    Just don't do it.
  
","









  
  
    
  Leason learned with this one.  I received the phone a couple weeks ago, but waited for my daughter to get home from college for Christmas before activating it.  After she activated it, she was having problems sending messages, etc., so she went to the Verizon store for help.  She was told the serial number for the phone is blacklisted because it has been reported lost or stolen.  When we tried to re-active her old phone, her number had been blocked for fraud associated with the stolen/lost phone.  She and my husband were on the phone with Verizon last night for more than two hours trying to get this mess resolved.  Don't do it.  It's not worth it.  Just get a new phone.

  
","1.0 out of 5 stars",1
"







  
  
    Faulty product, non-existent customer service
  
","









  
  
    
  The camera doesn’t work, neither does the flash light. This has been a problem since unpacking the item. Eventually, both would work after resetting and restoring my iPhone but would then stop after a few days.I have dealt with this issue for over a month. Initially, I tried calling the seller multiple times and have left a voice message. Never heard from them. So I am now stuck with a faulty phone that works on its own terms.The seller was Lonestar Mobile.

  
","1.0 out of 5 stars",1
"







  
  
    I wouldn’t do it <U+0001F937><U+0001F3FD><U+200D><U+2642><U+FE0F>
  
","









  
  
    
  Package arrived on time. But the phone was not unlocked as advertised

  
","1.0 out of 5 stars",1
"







  
  
    after I used this phone, it have some problems ...
  
","









  
  
    
  after I used this phone, it have some problems.it will automatically restart when I use it,especially charging.i was scared,because i have no extra money to change another phone.i was bothered by this problem.

  
","1.0 out of 5 stars",1
"







  
  
    Good quality for being refurbished
  
","









  
  
    
  Despite the basic packaging, I was quite impressed with the condition of the phone, it looked brand new without a single scratch, which was one of my main concerns, when purchasing a refurbished phone. It also came with nicely packaged; headphones, aux adapter cable, and a charger. What I like the most about this purchase, was the fact that it was SIM unlocked(read some reviews saying it wasn’t). I was able to insert my AT&T SIM card and have it work immediately without any complications, I was able to call/text people within minutes of activating the phone. I’ve only had this phone for a week now and so far nothing seems to raise any red flags yet, I’ll update my review if anything changes.

  
","5.0 out of 5 stars",1
"







  
  
    Do not buy from this seller.
  
","









  
  
    
  I should be able to give zero stars. This is a scam. The phone I got is faulty and the charger never worked. I have to spend money to get it fixed and I have to buy a charger. I am reluctant to spend money to get it fixed because it might still not work. I am stuck with a useless piece of crap.

  
","1.0 out of 5 stars",1
"







  
    ME ESTAFO
  
  
","









  
    
  COMPRE UN IPHONE 8 DE 256 GB TAL COMO ESTA EN LA PUBLICACION Y EN EL RECIBO DE COMPRA Y ASI ME LO COBRO. PERO CUANDO ME LO MANDO ERA UN IPHONE 8 DE 64 GB, CUYO VALOR OBVIAMENTE ES MENOR.ES UN PESIMO VENDEDOR, UN ESTAFADOR... TENGAN CUIDADOSI ALGO DE DECENCIA LE QUEDA QUE ME DEVUELVA EL VALOR DE LA DIFERENCIA.

  
  
","1.0 out of 5 stars",1
"







  
  
    Bad refurbished
  
","









  
  
    
  The screen was too dark even with brightness at 100% the screen didnt look the way is supposed to

  
","1.0 out of 5 stars",1
"







  
  
    A great phone from a great seller!
  
","









  
  
    
  I researched the iPhone 6,7, and 8 as replacements for my aging 5s. I also sought out sellers with good ratings for this purchase. I settled on MyWit based on their reviews and their volume of sales. The phone arrived a day early and it is absolutely pristine. If it is a refurb, there are zero signs of that as there are no marks anywhere on it. Not even finger prints or dust. It came with a nice flex lighting cable and Apple charger (no sim as advertised).I put the sim card from my old iPhone 5s in it and went through the setup questions. I had a fully functional iPhone 8  in 5 minutes tops.  I selected the iPhone 8 over the 6 or 7 due to the advanced technology in the 8. It is worth the extra $100 over the same size 7.  It is fast but the battery lasts all day without showing significant signs of needing a charge.I also purchased a Speck Candy Shell case for this phone. The iPhone 8 has a glass back for wireless charging and it is very smooth and slick to hold. With my dry fingers, it is difficult to even use the phone so a case is necessary to give it some grip. The Speck case is a perfect, anti-slip and lots of drop and screen protection. See this case here https://www.amazon.com/Speck-Products-CandyShell-Phone-iPhone/dp/B01K094IZ8Very pleased with the seller too and I would certainly use them for another phone purchase without question!

  
","5.0 out of 5 stars",1
"







  
  
    Nice iPhone, no problems.
  
","









  
  
    
  iPhone didn't come in original packaging and with original accesses. Which was expected. Had couple very minor scratches, which is expected as well. It was fully unlocked (I have tested it). IMEI was not reported lost/stolen ether. Overall it's quite nice and for a good price.

  
","5.0 out of 5 stars",1
"







  
  
    Great phone!
  
","









  
  
    
  I almost returned it after I couldn’t get it to read my SIM card. But after multiple attempts, a tiny piece of metal fell out onto my lap and I attempted once more to insert my SIM card into the phone and it slid right in, where as before it must’ve been being blocked by that tiny piece of metal, and the compartment that holds the SIM card wasn’t being inserted all the way and was actually protruding out of the phone, but it wasn’t that noticeable until i compared it both mine and my sisters iPhone, and those were both flush with the phone. I’m extremely happy with my purchase after that issue was resolved. I ordered the silver case, its white on the back side not silver, but I still like it. With a case on all u can see is the silver Apple and I guess the white makes it stand out, otherwise it doesn’t seem like it would. The circle around the home button is silver though. This may be what they consider silver<U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F>. Regardless I’m happy with everything, works and looks like a brand new phone. If I have any issues I’ll update.

  
","4.0 out of 5 stars",12
"







  
  
    GOOD RENEWED iPhone 8 PURCHASE !!! (NOT ANYMORE)! PROBLEMS WITH THIS PHONE!! -7/26/2020
  
","









  
  
    
  PHONE ARRIVED IN GOOD CONDITION AND GIVEN AS A GIFT TO GRANDSON.GRANDSON WAS DISAPPOINTED AS CHARGER AND CORD RECEIVED WAS TOO GENERIC AND CHARGING WAS NOT TOO QUICK. MAYBE YOU COULD SEND A BETTER CHARGER AND CORD IN ORDER TO IMPROVE YOUR IMAGE TO YOUR CUSTOMERS. HOPE YOU CAN DO SOMETHING ABOUT IT.BATTERY IS BEING MONITORED AT THIS TIME. HOPEFULLY, THERE WILL BE NO ISSUES NEXT MONTH AND SO ON.WILL BE POSTING WHATEVER ISSUES WE MIGHT HAVE IN THE COMING MONTHS.THANKS FOR YOUR ATTENTION.TERESA B.July 26, 2020 (SUNDAY)THERE ARE OTHER ISSUES FOUND ON THIS IPHONE:1. CAMERA FLICKERS AND MAKES NOISE.2. SOMEONE ELSE'S EMAIL IS SHOWING ON THE PHONE.3. VERY SLOW IN APPLICATIONS.4. CLICKING WHEN TRYING TO USE VIDEO.IN VIEW OF THESE ISSUES, THE IPHONE WAS NOT PROPERLY REFURBISHED AND IT IS VERY VERY DISAPPOINTING.THE IPHONE HAS TO BE REPLACED. PLEASE LET ME KNOW HOW TO SEND IT BACK. IF NOT, JUST REFUND THE MONEY.THANKS,TERESA B.

  
","4.0 out of 5 stars",12
"







  
  
    SHUTTER SOUND WOULDN'T MUTE!
  
","









  
  
    
  The phone was beautiful and perfect in great condition! However, the shutter sound would not mute, which meant it was probably from Japan where it is illegal to mute the camera shutter sound. You can't even turn it down. There was NOTHING I could do to mute the sound. I tried everything, even running it on another app. I returned the phone...I was sad because it was perfect. If you don't mind the sound, you should but it...be beware!

  
","2.0 out of 5 stars",12
"







  
  
    Happy about my purchase.
  
","









  
  
    
  I read a lot of reviews prior to ordering.. since I didnt want to get ripped off! I ordered this phone  expecting to possibly having to send it back. It came almost 5 days  earlier then Amazon saying. All the buttons work great. No scratches. The first day I thought the battery was weak- but battery life status told me it was a 100%.I must have not had it fully charged... havent noticed any issues at all!Very happy about my purchase! Will try to write another review down the road seeing how its holding up.

  
","5.0 out of 5 stars",12
"







  
  
    Why Amazon selling Illegal products?
  
","









  
  
    
  Purchased iphone and was told phone was stolen and can not be turned on based on 15 digit code that comes with iphone.  Am returning product today.

  
","1.0 out of 5 stars",12
"







  
  
    Nice quality
  
","









  
  
    
  works as expected

  
","5.0 out of 5 stars",12
"







  
  
    Small snafu turned into a great experience
  
","









  
  
    
  The phone itself looks great and works perfectly! Honestly it was in better shape than I expected.The battery life was really bad. It could only hold a charge for a few hours so I had to have it replaced at the Apple store.Within just a few minutes of me leaving my original feedback  the company that sold it to me (Hybrid IT) called me directly and offered to pay for the battery replacement (which they did).Just simply wow! In less than 10 minutes they called me and made it right.If you want one of these phones I highly recommend you choose the vendor Hybrid IT for it.

  
","5.0 out of 5 stars",12
"







  
  
    They don't care about customer service
  
","









  
  
    
  Bought two iPhones from these guys. I'm barely past the warranty period and one of the iPhones consistently shuts off when it gets a little warm. We only noticed recently because the person I gifted the phone to didn't start using it until one month ago. It took a month to really notice the problem. I called and explained the situation to these guys, and they couldn't get me off the phone fast enough. Since we were out of warranty, they just said ""nope, no exceptions."" I understand that technically they don't have to work with us to solve the problem, but seriously, in this day and age, great companies who care about customer service will be reasonable and help find a solution. I'm even willing to pay a little for them to swap out phones, but they were completely dismissive and rude to me on the phone and 100% unwilling to help. I'd recommend taking your chances buying a phone with another company. If you ever run into any problem, these guys clearly have zero interest in doing the right thing. Very disappointing.

  
","1.0 out of 5 stars",12
"







  
  
    So far so good
  
","









  
  
    
  Ordered the gold tone (it's more like rose gold but that is what I expected/wanted) Iphone 8 on Thursday afternoon and was notified just a few hours later that it had shipped.  It arrived on Monday (regular mail).  It looks BRAND NEW, not a scratch on it anywhere.  Took it to local carrier to switch service from previous phone to them and everything has worked perfectly since then.There's been a bit of fun learning curve as this phone is much more advanced than my previous (slider) but I figured it was time to get closer to the age of 2021 technology.  No owners booklet came with it but any info needed can easily be googled.I could have purchased this same phone from a cell phone repair shop in town but this one was $80 cheaper and with the generous 90 day return policy, there was no doubt in my mind that this phone was the one to go with.I am quite pleased with it!BTW--KEEP THE ORIGINAL PACKAGING ETC, JUST IN CASE YOU HAVE AN ISSUE WITH THE PHONE.  YOU HAVE A 90 DAY RETURN WINDOW IN CASE SOMETHING IS WRONG WITH THE PHONE.

  
","5.0 out of 5 stars",12
"







  
  
    Bad experience for me.
  
","









  
  
    
  The iphone 8 came in a great case. At first i was impressed. After switching over my data, I discovered 2 major flaws with the phone.1) Camera hardware malfunction.  Not fixable.2) Battery life was about 3 hours on a FULL charge.I decided to return it only to find out i had to pay the shipping. All in, waste of time and $10.00 loss in shipping back to the seller.

  
","1.0 out of 5 stars",12
"







  
  
    Great Customer Service great phone
  
","









  
  
    
  This was my husbands first time getting a iPhone and he said he wasn’t getting calls. I contacted the seller and they agreed to exchange it for us. When my husband got home(he’s a truck driver) I asked to see the phone. Long story short is was on do not disturb <U+0001F606>Great phone and excellent customer service!!!!

  
","5.0 out of 5 stars",46
"







  
  
    Phone inoperable.
  
","









  
  
    
  Phone did not work. An account was still opened with AT&T. So it would not work with T-Mobile. Phone returned, waiting on my refund.

  
","1.0 out of 5 stars",46
"







  
  
    Great price and as good as NEW!!
  
","









  
  
    
  Needed a replacement and was shocked to find that we could buy this at such a great price.  The battery life was around 90% and the phone appeared to be brand new otherwise!  This is definitely the way to go when buying for those who may not take care of an expensive phone under a 2y contract!

  
","5.0 out of 5 stars",46
